"","Likelihood","pneu","plet","alpha","beta","Nanc","nu","T","scale","level","ss","h_co","fit","rep"
"1604",-2831.30461585952,0,0.16,0.216095907163908,197.64657146921,10060.4420102829,0.989814711795902,0.0541197594634411,"na","0.05","1000","0.5","0.16",9
"1605",-2812.35795008708,0,0.14,0.211639983050052,241.600778914948,10060.4420102829,0.989814711795902,0.0541197594634411,"na","0.05","1000","0.5","0.14",9
"1606",-2798.49941158514,0,0.12,0.207451201959524,294.443066264944,10060.4420102829,0.989814711795902,0.0541197594634411,"na","0.05","1000","0.5","0.12",9
"1607",-2788.66593752697,0,0.1,0.203251703298519,360.457043843116,10060.4420102829,0.989814711795902,0.0541197594634411,"na","0.05","1000","0.5","0.1",9
"1608",-2782.08654318237,0,0.08,0.199378794596253,439.45859840237,10060.4420102829,0.989814711795902,0.0541197594634411,"na","0.05","1000","0.5","0.08",9
"1609",-2778.41826032841,0,0.06,0.195933087194217,532.502945820898,10060.4420102829,0.989814711795902,0.0541197594634411,"na","0.05","1000","0.5","0.06",9
"1610",-2777.74456348748,0,0.04,0.193056088751346,638.824570455958,10060.4420102829,0.989814711795902,0.0541197594634411,"na","0.05","1000","0.5","0.04",9
"1611",-2780.38044556207,0,0.02,0.190882230768673,755.356623571527,10060.4420102829,0.989814711795902,0.0541197594634411,"na","0.05","1000","0.5","0.02",9
"1612",-2786.63040423127,0,0,0.189148907553039,883.987705986491,10060.4420102829,0.989814711795902,0.0541197594634411,"na","0.05","1000","0.5","0.0",9
"1613",-5622.83747327329,0,0.5,0.368274639624282,4.31190030723553,9857.219746467,1.02549599656495,0.0566541536232647,"na","0.05","1000","0.5","0.5",8
"1614",-5161.84216086198,0,0.48,0.343880486270927,5.83712706815897,9857.219746467,1.02549599656495,0.0566541536232647,"na","0.05","1000","0.5","0.48",8
"1615",-4765.21562350554,0,0.46,0.322989611678321,7.82762025792931,9857.219746467,1.02549599656495,0.0566541536232647,"na","0.05","1000","0.5","0.46",8
"1616",-4425.1412911631,0,0.44,0.305398459095763,10.383879318039,9857.219746467,1.02549599656495,0.0566541536232647,"na","0.05","1000","0.5","0.44",8
"1617",-4134.72970601017,0,0.42,0.290477320033736,13.6425103376063,9857.219746467,1.02549599656495,0.0566541536232647,"na","0.05","1000","0.5","0.42",8
"1618",-3887.87871432042,0,0.4,0.277736649998518,17.7589516527455,9857.219746467,1.02549599656495,0.0566541536232647,"na","0.05","1000","0.5","0.4",8
"1619",-3679.1614198866,0,0.38,0.266706839701271,22.9352823947345,9857.219746467,1.02549599656495,0.0566541536232647,"na","0.05","1000","0.5","0.38",8
"1620",-3503.73517898722,0,0.36,0.257197271723739,29.3971476813087,9857.219746467,1.02549599656495,0.0566541536232647,"na","0.05","1000","0.5","0.36",8
"1621",-3357.2768629824,0,0.34,0.248480570858519,37.5218463080805,9857.219746467,1.02549599656495,0.0566541536232647,"na","0.05","1000","0.5","0.34",8
"1622",-3235.91143228246,0,0.32,0.240788903357838,47.565831912797,9857.219746467,1.02549599656495,0.0566541536232647,"na","0.05","1000","0.5","0.32",8
"1623",-3136.17559562127,0,0.3,0.233848566879949,60.0459391189247,9857.219746467,1.02549599656495,0.0566541536232647,"na","0.05","1000","0.5","0.3",8
"1624",-3054.9708993924,0,0.28,0.22786100385115,75.1453921791634,9857.219746467,1.02549599656495,0.0566541536232647,"na","0.05","1000","0.5","0.28",8
"1625",-2989.54728338324,0,0.26,0.221733307536358,94.5389434865224,9857.219746467,1.02549599656495,0.0566541536232647,"na","0.05","1000","0.5","0.26",8
"1626",-2937.4422662054,0,0.24,0.216416442018601,117.968087143871,9857.219746467,1.02549599656495,0.0566541536232647,"na","0.05","1000","0.5","0.24",8
"1627",-2896.49291217381,0,0.22,0.21146015589554,146.760191856565,9857.219746467,1.02549599656495,0.0566541536232647,"na","0.05","1000","0.5","0.22",8
"1628",-2864.78872999306,0,0.2,0.206869626691155,182.006129011705,9857.219746467,1.02549599656495,0.0566541536232647,"na","0.05","1000","0.5","0.2",8
"1629",-2840.6422120253,0,0.18,0.202652898058901,224.836175845043,9857.219746467,1.02549599656495,0.0566541536232647,"na","0.05","1000","0.5","0.18",8
"1630",-2822.56035029572,0,0.16,0.198400876393397,278.569106989109,9857.219746467,1.02549599656495,0.0566541536232647,"na","0.05","1000","0.5","0.16",8
"1631",-2809.21787358765,0,0.14,0.19435135644796,344.72862332923,9857.219746467,1.02549599656495,0.0566541536232647,"na","0.05","1000","0.5","0.14",8
"1632",-2799.59148928078,0,0.12,0.190386234049859,427.359303445893,9857.219746467,1.02549599656495,0.0566541536232647,"na","0.05","1000","0.5","0.12",8
"1633",-2793.11652872982,0,0.1,0.186788786942558,527.291933992363,9857.219746467,1.02549599656495,0.0566541536232647,"na","0.05","1000","0.5","0.1",8
"1634",-2789.77488127392,0,0.08,0.183776145926474,643.781892750675,9857.219746467,1.02549599656495,0.0566541536232647,"na","0.05","1000","0.5","0.08",8
"1635",-2789.89487365208,0,0.06,0.181414387540153,775.188205469536,9857.219746467,1.02549599656495,0.0566541536232647,"na","0.05","1000","0.5","0.06",8
"1636",-2793.79955270999,0,0.04,0.179521195953839,923.099717564997,9857.219746467,1.02549599656495,0.0566541536232647,"na","0.05","1000","0.5","0.04",8
"1637",-2801.54601481349,0,0.02,0.17804064359828,1087.43653680637,9857.219746467,1.02549599656495,0.0566541536232647,"na","0.05","1000","0.5","0.02",8
"1638",-2812.89188414616,0,0,0.175812436987699,1305.48969123505,9857.219746467,1.02549599656495,0.0566541536232647,"na","0.05","1000","0.5","0.0",8
"1639",-5906.85603985593,0,0.5,0.473582640261548,2.94898657573313,9852.71349008676,1.01823314599238,0.0480341259927359,"na","0.05","1000","0.5","0.5",7
"1640",-5413.57561836608,0,0.48,0.430367975467103,4.03597295596362,9852.71349008676,1.01823314599238,0.0480341259927359,"na","0.05","1000","0.5","0.48",7
"1641",-4988.01832161393,0,0.46,0.392922424046315,5.50442451957106,9852.71349008676,1.01823314599238,0.0480341259927359,"na","0.05","1000","0.5","0.46",7
"1642",-4622.02205877319,0,0.44,0.363349386995624,7.39992520478183,9852.71349008676,1.01823314599238,0.0480341259927359,"na","0.05","1000","0.5","0.44",7
"1643",-4308.39341333852,0,0.42,0.339089949235923,9.84211852230927,9852.71349008676,1.01823314599238,0.0480341259927359,"na","0.05","1000","0.5","0.42",7
"1644",-4040.76233509187,0,0.4,0.319017184147468,12.9613704692805,9852.71349008676,1.01823314599238,0.0480341259927359,"na","0.05","1000","0.5","0.4",7
"1645",-3813.47223660953,0,0.38,0.302012800887702,16.9217186285953,9852.71349008676,1.01823314599238,0.0480341259927359,"na","0.05","1000","0.5","0.38",7
"1646",-3621.48193627298,0,0.36,0.287580937949518,21.9168326852759,9852.71349008676,1.01823314599238,0.0480341259927359,"na","0.05","1000","0.5","0.36",7
"1647",-3460.29302725267,0,0.34,0.275148094381927,28.1945789314121,9852.71349008676,1.01823314599238,0.0480341259927359,"na","0.05","1000","0.5","0.34",7
"1648",-3325.88442003148,0,0.32,0.264287428318157,36.0195544191041,9852.71349008676,1.01823314599238,0.0480341259927359,"na","0.05","1000","0.5","0.32",7
"1649",-3214.65436465635,0,0.3,0.254871103946391,45.7171768083824,9852.71349008676,1.01823314599238,0.0480341259927359,"na","0.05","1000","0.5","0.3",7
"1650",-3123.38602972892,0,0.28,0.246406284834926,57.8120669493623,9852.71349008676,1.01823314599238,0.0480341259927359,"na","0.05","1000","0.5","0.28",7
"1651",-3049.20305644703,0,0.26,0.238618840801271,72.7818568361127,9852.71349008676,1.01823314599238,0.0480341259927359,"na","0.05","1000","0.5","0.26",7
"1652",-2989.53035862402,0,0.24,0.232013222411006,90.9991308399593,9852.71349008676,1.01823314599238,0.0480341259927359,"na","0.05","1000","0.5","0.24",7
"1653",-2942.10746233057,0,0.22,0.225390967286632,113.972718018763,9852.71349008676,1.01823314599238,0.0480341259927359,"na","0.05","1000","0.5","0.22",7
"1654",-2904.90854398569,0,0.2,0.219664015609916,141.746870298671,9852.71349008676,1.01823314599238,0.0480341259927359,"na","0.05","1000","0.5","0.2",7
"1655",-2876.1678408658,0,0.18,0.214685775994964,174.874591013126,9852.71349008676,1.01823314599238,0.0480341259927359,"na","0.05","1000","0.5","0.18",7
"1656",-2854.34854950292,0,0.16,0.209533039887576,217.102547762501,9852.71349008676,1.01823314599238,0.0480341259927359,"na","0.05","1000","0.5","0.16",7
"1657",-2838.05128772761,0,0.14,0.204916873329022,267.991047193999,9852.71349008676,1.01823314599238,0.0480341259927359,"na","0.05","1000","0.5","0.14",7
"1658",-2826.05558745132,0,0.12,0.200462511274842,330.915728787941,9852.71349008676,1.01823314599238,0.0480341259927359,"na","0.05","1000","0.5","0.12",7
"1659",-2817.36194846168,0,0.1,0.196591506480782,405.394191513241,9852.71349008676,1.01823314599238,0.0480341259927359,"na","0.05","1000","0.5","0.1",7
"1660",-2811.4158984363,0,0.08,0.19213361763504,504.57431759933,9852.71349008676,1.01823314599238,0.0480341259927359,"na","0.05","1000","0.5","0.08",7
"1661",-2808.1278740321,0,0.06,0.188748942500096,615.569737646332,9852.71349008676,1.01823314599238,0.0480341259927359,"na","0.05","1000","0.5","0.06",7
"1662",-2807.85878812388,0,0.04,0.185993939179208,742.769131184547,9852.71349008676,1.01823314599238,0.0480341259927359,"na","0.05","1000","0.5","0.04",7
"1663",-2811.021259376,0,0.02,0.183823373934932,884.419291518912,9852.71349008676,1.01823314599238,0.0480341259927359,"na","0.05","1000","0.5","0.02",7
"1664",-2817.80286919884,0,0,0.182109066164153,1041.79420356987,9852.71349008676,1.01823314599238,0.0480341259927359,"na","0.05","1000","0.5","0.0",7
"1665",-5827.63490949029,0,0.5,0.400783985128024,3.70215406071955,9842.09797583332,1.02931418928221,0.0374591620509068,"na","0.05","1000","0.5","0.5",6
"1666",-5346.70545885797,0,0.48,0.371201513069701,5.02147777295955,9842.09797583332,1.02931418928221,0.0374591620509068,"na","0.05","1000","0.5","0.48",6
"1667",-4932.08381887848,0,0.46,0.345909828972899,6.75524792165663,9842.09797583332,1.02931418928221,0.0374591620509068,"na","0.05","1000","0.5","0.46",6
"1668",-4575.78615009456,0,0.44,0.324767861092749,8.99279281266524,9842.09797583332,1.02931418928221,0.0374591620509068,"na","0.05","1000","0.5","0.44",6
"1669",-4270.7856627539,0,0.42,0.307094853471846,11.8460216968687,9842.09797583332,1.02931418928221,0.0374591620509068,"na","0.05","1000","0.5","0.42",6
"1670",-4010.86944861449,0,0.4,0.292186769153922,15.4531884833477,9842.09797583332,1.02931418928221,0.0374591620509068,"na","0.05","1000","0.5","0.4",6
"1671",-3790.51737370393,0,0.38,0.279682773619199,19.9651773318302,9842.09797583332,1.02931418928221,0.0374591620509068,"na","0.05","1000","0.5","0.38",6
"1672",-3604.81079615836,0,0.36,0.26871151156371,25.6287792443244,9842.09797583332,1.02931418928221,0.0374591620509068,"na","0.05","1000","0.5","0.36",6
"1673",-3449.34602930724,0,0.34,0.258750449207384,32.7139821934316,9842.09797583332,1.02931418928221,0.0374591620509068,"na","0.05","1000","0.5","0.34",6
"1674",-3320.16999710104,0,0.32,0.250148463046033,41.4897848122009,9842.09797583332,1.02931418928221,0.0374591620509068,"na","0.05","1000","0.5","0.32",6
"1675",-3213.73666584991,0,0.3,0.242469486421968,52.319310521175,9842.09797583332,1.02931418928221,0.0374591620509068,"na","0.05","1000","0.5","0.3",6
"1676",-3126.860847319,0,0.28,0.235393613508063,65.8409864584308,9842.09797583332,1.02931418928221,0.0374591620509068,"na","0.05","1000","0.5","0.28",6
"1677",-3056.68483094911,0,0.26,0.228963916280564,82.4862586187073,9842.09797583332,1.02931418928221,0.0374591620509068,"na","0.05","1000","0.5","0.26",6
"1678",-3000.65492557874,0,0.24,0.223048311551008,103.0046460604,9842.09797583332,1.02931418928221,0.0374591620509068,"na","0.05","1000","0.5","0.24",6
"1679",-2956.49669048517,0,0.22,0.217848297588736,127.660825362506,9842.09797583332,1.02931418928221,0.0374591620509068,"na","0.05","1000","0.5","0.22",6
"1680",-2922.21348028856,0,0.2,0.212490104524325,159.239240795072,9842.09797583332,1.02931418928221,0.0374591620509068,"na","0.05","1000","0.5","0.2",6
"1681",-2896.02292714349,0,0.18,0.20791518742739,196.761656075286,9842.09797583332,1.02931418928221,0.0374591620509068,"na","0.05","1000","0.5","0.18",6
"1682",-2876.37713804579,0,0.16,0.203246195350748,243.963366183199,9842.09797583332,1.02931418928221,0.0374591620509068,"na","0.05","1000","0.5","0.16",6
"1683",-2861.86209741178,0,0.14,0.198932679644923,301.758167691031,9842.09797583332,1.02931418928221,0.0374591620509068,"na","0.05","1000","0.5","0.14",6
"1684",-2851.28937287981,0,0.12,0.194604179474931,374.390253719085,9842.09797583332,1.02931418928221,0.0374591620509068,"na","0.05","1000","0.5","0.12",6
"1685",-2843.79568937119,0,0.1,0.190508763555863,464.2001031246,9842.09797583332,1.02931418928221,0.0374591620509068,"na","0.05","1000","0.5","0.1",6
"1686",-2839.04534833931,0,0.08,0.186952791517279,570.32334925326,9842.09797583332,1.02931418928221,0.0374591620509068,"na","0.05","1000","0.5","0.08",6
"1687",-2837.2312325254,0,0.06,0.183880652716444,696.707874888394,9842.09797583332,1.02931418928221,0.0374591620509068,"na","0.05","1000","0.5","0.06",6
"1688",-2838.76765273085,0,0.04,0.18155063359622,836.282745167351,9842.09797583332,1.02931418928221,0.0374591620509068,"na","0.05","1000","0.5","0.04",6
"1689",-2843.95091675474,0,0.02,0.179581375791477,995.349919679168,9842.09797583332,1.02931418928221,0.0374591620509068,"na","0.05","1000","0.5","0.02",6
"1690",-2852.75349557761,0,0,0.17764794602105,1183.93255631236,9842.09797583332,1.02931418928221,0.0374591620509068,"na","0.05","1000","0.5","0.0",6
"1691",-5962.98248332355,0,0.5,0.438180520784801,3.29078387866117,9819.56070837406,1.01623537505714,0.0239625605156641,"na","0.05","1000","0.5","0.5",5
"1692",-5465.98350944077,0,0.48,0.401838378009851,4.47996517522499,9819.56070837406,1.01623537505714,0.0239625605156641,"na","0.05","1000","0.5","0.48",5
"1693",-5036.03016266035,0,0.46,0.371597966376107,6.04078139653979,9819.56070837406,1.01623537505714,0.0239625605156641,"na","0.05","1000","0.5","0.46",5
"1694",-4665.12586954214,0,0.44,0.347629127285476,8.01436685067224,9819.56070837406,1.01623537505714,0.0239625605156641,"na","0.05","1000","0.5","0.44",5
"1695",-4346.22846416628,0,0.42,0.326121018900157,10.6122986415252,9819.56070837406,1.01623537505714,0.0239625605156641,"na","0.05","1000","0.5","0.42",5
"1696",-4073.09541915488,0,0.4,0.308988818429393,13.842289071268,9819.56070837406,1.01623537505714,0.0239625605156641,"na","0.05","1000","0.5","0.4",5
"1697",-3840.18975327932,0,0.38,0.293944408258776,17.966620655587,9819.56070837406,1.01623537505714,0.0239625605156641,"na","0.05","1000","0.5","0.38",5
"1698",-3642.57201950622,0,0.36,0.281298762334127,23.0886024184477,9819.56070837406,1.01623537505714,0.0239625605156641,"na","0.05","1000","0.5","0.36",5
"1699",-3475.83710814036,0,0.34,0.270316158180017,29.4637236586995,9819.56070837406,1.01623537505714,0.0239625605156641,"na","0.05","1000","0.5","0.34",5
"1700",-3336.04511346452,0,0.32,0.260675163704598,37.3640945124078,9819.56070837406,1.01623537505714,0.0239625605156641,"na","0.05","1000","0.5","0.32",5
"1701",-3219.66752789287,0,0.3,0.252381975312057,46.9683645103778,9819.56070837406,1.01623537505714,0.0239625605156641,"na","0.05","1000","0.5","0.3",5
"1702",-3123.55178413913,0,0.28,0.244473942059467,59.1210020510981,9819.56070837406,1.01623537505714,0.0239625605156641,"na","0.05","1000","0.5","0.28",5
"1703",-3044.8658138626,0,0.26,0.23756696434468,73.8483338684985,9819.56070837406,1.01623537505714,0.0239625605156641,"na","0.05","1000","0.5","0.26",5
"1704",-2981.08573840713,0,0.24,0.231286908516273,91.8681575360459,9819.56070837406,1.01623537505714,0.0239625605156641,"na","0.05","1000","0.5","0.24",5
"1705",-2929.96115825522,0,0.22,0.225554967971562,113.825801308775,9819.56070837406,1.01623537505714,0.0239625605156641,"na","0.05","1000","0.5","0.22",5
"1706",-2889.49647403717,0,0.2,0.220260878969467,140.608731076811,9819.56070837406,1.01623537505714,0.0239625605156641,"na","0.05","1000","0.5","0.2",5
"1707",-2857.92687744329,0,0.18,0.215394346521379,173.050367250913,9819.56070837406,1.01623537505714,0.0239625605156641,"na","0.05","1000","0.5","0.18",5
"1708",-2833.68785102776,0,0.16,0.211088753889931,211.567954513082,9819.56070837406,1.01623537505714,0.0239625605156641,"na","0.05","1000","0.5","0.16",5
"1709",-2815.39782803415,0,0.14,0.206649653670316,260.017987374351,9819.56070837406,1.01623537505714,0.0239625605156641,"na","0.05","1000","0.5","0.14",5
"1710",-2801.8191923403,0,0.12,0.202266935926638,319.813824309477,9819.56070837406,1.01623537505714,0.0239625605156641,"na","0.05","1000","0.5","0.12",5
"1711",-2791.92507738464,0,0.1,0.198224244823539,392.24387362589,9819.56070837406,1.01623537505714,0.0239625605156641,"na","0.05","1000","0.5","0.1",5
"1712",-2785.07844546354,0,0.08,0.19437360233648,480.873440631732,9819.56070837406,1.01623537505714,0.0239625605156641,"na","0.05","1000","0.5","0.08",5
"1713",-2781.11428186612,0,0.06,0.191060613646807,584.439466648127,9819.56070837406,1.01623537505714,0.0239625605156641,"na","0.05","1000","0.5","0.06",5
"1714",-2780.27951827609,0,0.04,0.188399191527681,701.355912306275,9819.56070837406,1.01623537505714,0.0239625605156641,"na","0.05","1000","0.5","0.04",5
"1715",-2782.92975153766,0,0.02,0.186688773729449,823.867964335359,9819.56070837406,1.01623537505714,0.0239625605156641,"na","0.05","1000","0.5","0.02",5
"1716",-2789.33133890896,0,0,0.184566842843732,976.904001681902,9819.56070837406,1.01623537505714,0.0239625605156641,"na","0.05","1000","0.5","0.0",5
"1717",-6018.46948427256,0,0.5,0.474534901761497,2.8505064541528,9767.91009370487,1.01729517141005,0.0490612747434936,"na","0.05","1000","0.5","0.5",4
"1718",-5524.59701996246,0,0.48,0.424025982626029,4.00597529865983,9767.91009370487,1.01729517141005,0.0490612747434936,"na","0.05","1000","0.5","0.48",4
"1719",-5097.77147314562,0,0.46,0.385014760565952,5.53535613529481,9767.91009370487,1.01729517141005,0.0490612747434936,"na","0.05","1000","0.5","0.46",4
"1720",-4729.81784092899,0,0.44,0.353683519712569,7.55770357232449,9767.91009370487,1.01729517141005,0.0490612747434936,"na","0.05","1000","0.5","0.44",4
"1721",-4413.59848174485,0,0.42,0.329305708781415,10.1408119723544,9767.91009370487,1.01729517141005,0.0490612747434936,"na","0.05","1000","0.5","0.42",4
"1722",-4142.85084339615,0,0.4,0.309675031515832,13.4222915269758,9767.91009370487,1.01729517141005,0.0490612747434936,"na","0.05","1000","0.5","0.4",4
"1723",-3912.04081593085,0,0.38,0.294275781773423,17.4775389251489,9767.91009370487,1.01729517141005,0.0490612747434936,"na","0.05","1000","0.5","0.38",4
"1724",-3716.2644020082,0,0.36,0.280360571276155,22.6846005351711,9767.91009370487,1.01729517141005,0.0490612747434936,"na","0.05","1000","0.5","0.36",4
"1725",-3551.14197061703,0,0.34,0.268610162595739,29.1687201209009,9767.91009370487,1.01729517141005,0.0490612747434936,"na","0.05","1000","0.5","0.34",4
"1726",-3412.75726169748,0,0.32,0.258683958895912,37.1539450369878,9767.91009370487,1.01729517141005,0.0490612747434936,"na","0.05","1000","0.5","0.32",4
"1727",-3297.60784400647,0,0.3,0.249975628283743,47.0199678697168,9767.91009370487,1.01729517141005,0.0490612747434936,"na","0.05","1000","0.5","0.3",4
"1728",-3202.55190689174,0,0.28,0.242372554787245,59.1315153395163,9767.91009370487,1.01729517141005,0.0490612747434936,"na","0.05","1000","0.5","0.28",4
"1729",-3124.78457093021,0,0.26,0.235301757102198,74.097355576321,9767.91009370487,1.01729517141005,0.0490612747434936,"na","0.05","1000","0.5","0.26",4
"1730",-3061.78585055303,0,0.24,0.229116005809415,92.3538994221759,9767.91009370487,1.01729517141005,0.0490612747434936,"na","0.05","1000","0.5","0.24",4
"1731",-3011.32651278655,0,0.22,0.22329295360262,114.706043053541,9767.91009370487,1.01729517141005,0.0490612747434936,"na","0.05","1000","0.5","0.22",4
"1732",-2971.41692893964,0,0.2,0.218042672095448,141.900261985461,9767.91009370487,1.01729517141005,0.0490612747434936,"na","0.05","1000","0.5","0.2",4
"1733",-2940.30696828944,0,0.18,0.213198174868692,174.95074673188,9767.91009370487,1.01729517141005,0.0490612747434936,"na","0.05","1000","0.5","0.18",4
"1734",-2916.44610601194,0,0.16,0.208675752266994,215.142879106211,9767.91009370487,1.01729517141005,0.0490612747434936,"na","0.05","1000","0.5","0.16",4
"1735",-2898.44901357029,0,0.14,0.204369381921339,264.274748837971,9767.91009370487,1.01729517141005,0.0490612747434936,"na","0.05","1000","0.5","0.14",4
"1736",-2885.08894829136,0,0.12,0.200194025390652,324.776611037999,9767.91009370487,1.01729517141005,0.0490612747434936,"na","0.05","1000","0.5","0.12",4
"1737",-2875.37462544623,0,0.1,0.1961539577743,399.243406176693,9767.91009370487,1.01729517141005,0.0490612747434936,"na","0.05","1000","0.5","0.1",4
"1738",-2868.70215045774,0,0.08,0.192408352113564,489.433032028056,9767.91009370487,1.01729517141005,0.0490612747434936,"na","0.05","1000","0.5","0.08",4
"1739",-2864.96146240943,0,0.06,0.189206377649123,594.65348018927,9767.91009370487,1.01729517141005,0.0490612747434936,"na","0.05","1000","0.5","0.06",4
"1740",-2864.42520681358,0,0.04,0.186724346345566,712.304232349269,9767.91009370487,1.01729517141005,0.0490612747434936,"na","0.05","1000","0.5","0.04",4
"1741",-2867.46912947342,0,0.02,0.184626785139128,845.427622936951,9767.91009370487,1.01729517141005,0.0490612747434936,"na","0.05","1000","0.5","0.02",4
"1742",-2874.26896396105,0,0,0.182893943856645,995.011598023553,9767.91009370487,1.01729517141005,0.0490612747434936,"na","0.05","1000","0.5","0.0",4
"1743",-5675.94452719048,0,0.5,0.413522548352402,3.52190441293649,9856.0879435249,1.18261982958843,0.000758204947624112,"na","0.05","1000","0.5","0.5",3
"1744",-5195.63591447418,0,0.48,0.383618881422617,4.7480999544118,9856.0879435249,1.18261982958843,0.000758204947624112,"na","0.05","1000","0.5","0.48",3
"1745",-4781.87279579215,0,0.46,0.356693199224765,6.37537300227621,9856.0879435249,1.18261982958843,0.000758204947624112,"na","0.05","1000","0.5","0.46",3
"1746",-4426.80124843828,0,0.44,0.335066508855587,8.43848604106172,9856.0879435249,1.18261982958843,0.000758204947624112,"na","0.05","1000","0.5","0.44",3
"1747",-4123.50499268825,0,0.42,0.316988154201982,11.0500530503944,9856.0879435249,1.18261982958843,0.000758204947624112,"na","0.05","1000","0.5","0.42",3
"1748",-3865.85089059339,0,0.4,0.301624190504198,14.3398609277081,9856.0879435249,1.18261982958843,0.000758204947624112,"na","0.05","1000","0.5","0.4",3
"1749",-3648.36821440106,0,0.38,0.288693750143732,18.4116557129898,9856.0879435249,1.18261982958843,0.000758204947624112,"na","0.05","1000","0.5","0.38",3
"1750",-3466.15785938861,0,0.36,0.276851777350166,23.6107866559337,9856.0879435249,1.18261982958843,0.000758204947624112,"na","0.05","1000","0.5","0.36",3
"1751",-3314.80770647284,0,0.34,0.266599638999101,30.0370481508532,9856.0879435249,1.18261982958843,0.000758204947624112,"na","0.05","1000","0.5","0.34",3
"1752",-3190.33940510204,0,0.32,0.257511109554074,38.0464708395341,9856.0879435249,1.18261982958843,0.000758204947624112,"na","0.05","1000","0.5","0.32",3
"1753",-3089.16235250382,0,0.3,0.249019674614462,48.0228301736931,9856.0879435249,1.18261982958843,0.000758204947624112,"na","0.05","1000","0.5","0.3",3
"1754",-3008.02397112792,0,0.28,0.24136300926597,60.4327743339253,9856.0879435249,1.18261982958843,0.000758204947624112,"na","0.05","1000","0.5","0.28",3
"1755",-2943.99339780992,0,0.26,0.234278914303931,75.879168376272,9856.0879435249,1.18261982958843,0.000758204947624112,"na","0.05","1000","0.5","0.26",3
"1756",-2894.43038513887,0,0.24,0.22771643096728,95.0658311628171,9856.0879435249,1.18261982958843,0.000758204947624112,"na","0.05","1000","0.5","0.24",3
"1757",-2856.96965746052,0,0.22,0.221623051025506,118.898343610039,9856.0879435249,1.18261982958843,0.000758204947624112,"na","0.05","1000","0.5","0.22",3
"1758",-2829.50611661825,0,0.2,0.216012891320744,148.368754242634,9856.0879435249,1.18261982958843,0.000758204947624112,"na","0.05","1000","0.5","0.2",3
"1759",-2810.18495582374,0,0.18,0.210580595399419,184.864761321048,9856.0879435249,1.18261982958843,0.000758204947624112,"na","0.05","1000","0.5","0.18",3
"1760",-2797.36855785446,0,0.16,0.205594733629886,229.862640441132,9856.0879435249,1.18261982958843,0.000758204947624112,"na","0.05","1000","0.5","0.16",3
"1761",-2789.65420000703,0,0.14,0.200962035352861,285.14943220398,9856.0879435249,1.18261982958843,0.000758204947624112,"na","0.05","1000","0.5","0.14",3
"1762",-2785.94380610432,0,0.12,0.196518088150433,353.677230820062,9856.0879435249,1.18261982958843,0.000758204947624112,"na","0.05","1000","0.5","0.12",3
"1763",-2785.56038956994,0,0.1,0.192636976412472,435.331889830197,9856.0879435249,1.18261982958843,0.000758204947624112,"na","0.05","1000","0.5","0.1",3
"1764",-2788.35031659813,0,0.08,0.189425634919817,529.735496720921,9856.0879435249,1.18261982958843,0.000758204947624112,"na","0.05","1000","0.5","0.08",3
"1765",-2794.54840066028,0,0.06,0.186901696248253,635.685617036267,9856.0879435249,1.18261982958843,0.000758204947624112,"na","0.05","1000","0.5","0.06",3
"1766",-2804.49781647082,0,0.04,0.184957355896822,753.128127761228,9856.0879435249,1.18261982958843,0.000758204947624112,"na","0.05","1000","0.5","0.04",3
"1767",-2818.39685252038,0,0.02,0.183623153649164,878.904309369748,9856.0879435249,1.18261982958843,0.000758204947624112,"na","0.05","1000","0.5","0.02",3
"1768",-2836.23331290602,0,0,0.181664983179095,1040.91843239695,9856.0879435249,1.18261982958843,0.000758204947624112,"na","0.05","1000","0.5","0.0",3
"1769",-5960.05232659925,0,0.5,0.390531232000221,3.3872396939867,9145.33930841604,1.08260429379311,1.32897698083704,"na","0.05","1000","0.5","0.5",2
"1770",-5465.66114381326,0,0.48,0.363173293604,4.58704756142853,9145.33930841604,1.08260429379311,1.32897698083704,"na","0.05","1000","0.5","0.48",2
"1771",-5037.78123205021,0,0.46,0.339615267271929,6.15642157742744,9145.33930841604,1.08260429379311,1.32897698083704,"na","0.05","1000","0.5","0.46",2
"1772",-4668.51027667302,0,0.44,0.319978756215958,8.1705587944901,9145.33930841604,1.08260429379311,1.32897698083704,"na","0.05","1000","0.5","0.44",2
"1773",-4350.91267717883,0,0.42,0.303674808890958,10.7018772930805,9145.33930841604,1.08260429379311,1.32897698083704,"na","0.05","1000","0.5","0.42",2
"1774",-4078.86819017157,0,0.4,0.289652961289292,13.902783428376,9145.33930841604,1.08260429379311,1.32897698083704,"na","0.05","1000","0.5","0.4",2
"1775",-3846.94204060064,0,0.38,0.277820015284749,17.8799727980095,9145.33930841604,1.08260429379311,1.32897698083704,"na","0.05","1000","0.5","0.38",2
"1776",-3650.28989325964,0,0.36,0.267553615421596,22.8158019150956,9145.33930841604,1.08260429379311,1.32897698083704,"na","0.05","1000","0.5","0.36",2
"1777",-3484.57388156102,0,0.34,0.258514717080991,28.9219183052366,9145.33930841604,1.08260429379311,1.32897698083704,"na","0.05","1000","0.5","0.34",2
"1778",-3345.89885842577,0,0.32,0.250448328802168,36.4579328169779,9145.33930841604,1.08260429379311,1.32897698083704,"na","0.05","1000","0.5","0.32",2
"1779",-3230.7598191863,0,0.3,0.243233320446094,45.7055135487079,9145.33930841604,1.08260429379311,1.32897698083704,"na","0.05","1000","0.5","0.3",2
