"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","prop","h_co","dist"
"1",176283.700455859,11055.6901948878,4622.38450183172,2809.43045695719,1982.68453140127,1516.58189110163,1220.00806230029,1015.88760586505,867.428292889223,754.93853940451,666.965808813105,596.414210174714,538.662359403167,490.576504388475,449.959584557561,415.227447834019,385.210227104752,359.025980751783,335.997752611575,315.597632087882,297.408114534978,281.094842611142,266.387011539023,253.063044006634,240.939957002408,229.865359435725,219.711353468122,210.369832906051,201.748820122264,193.769584175272,186.364353012303,179.474482051155,173.048976663013,167.043291499125,161.41834815691,156.13972636444,151.176994053883,146.503149355879,142.094153356022,137.928536895538,133.987068119285,130.252470128685,126.70918017119,123.343143428742,120.1416357581,117.093110762946,114.18706739956,111.413934979216,108.764972965161,106.232183396591,103.808234126734,101.486391352974,99.2604601564437,97.1247319664418,95.0739380293867,93.1032080988545,91.208033677698,89.3842352392414,87.627932935332,85.9355203672729,84.3036410534361,82.7291672764478,81.2091810346653,79.7409568583799,78.3219462817944,76.9497637881035,75.6221740676223,74.33708044845,73.0925143760362,71.8866258326656,70.717674600603,69.5840222837197,68.4841250120902,67.4165267625009,66.3798532352193,65.372806233867,64.3941585009612,63.4427489667138,62.5174783731272,61.6173052393477,60.7412421377116,59.8883522530074,59.0577462002059,58.2485790783546,57.4600477404928,56.6913882613872,55.9418735866089,55.2108113480244,54.4975418321566,53.8014360891151,53.1218941709085,52.4583434889602,51.8102372815468,51.1770531826973,50.5582918848234,49.9534758880182,49.3621483295579,48.7838718876892,48.2182277542742,47.6648146713151,47.1232480267924,46.5931590057061,"0.10","0.5","neugammalet"
"2",150738.704333063,10911.3843037394,4654.04187345767,2837.6207010425,2003.27227277319,1531.65026971903,1231.24808154078,1024.41545132305,873.978477310751,760.007476526692,670.899289302955,599.459967003075,541.002341516401,492.347277122385,451.265608026548,416.149958617331,385.81332784317,359.360909270197,336.105935104885,315.512906187482,297.158374306809,280.703273704694,265.873030969432,252.443023882262,240.227788048672,229.072894237531,218.84875836297,209.44586976287,200.771073775621,192.744647353881,185.297977740044,178.371704393717,171.914220128162,165.880453223685,160.230871123597,154.930660211788,149.94904651902,145.258729983699,140.835410790993,136.657390822765,132.705236723828,128.961493784839,125.410441947387,122.037886892299,118.830980481907,115.778065869412,112.868543422553,110.092754279956,107.441878901092,104.907848411714,102.483266906497,100.161343165636,97.9358304851148,95.8009735211313,93.751461215834,91.7823850103359,89.8892016670087,88.0677001204133,86.3139718581323,84.6243844019569,82.9955575184511,81.4243418376799,79.907799601283,78.4431872972733,77.0279399699659,75.6596570200693,74.3360893328909,73.0551275924062,71.814791656041,70.6132208798566,69.4486652967172,68.3194775612382,67.2241055851091,66.161085794939,65.1290369522777,64.1266544820374,63.1527052613329,62.2060228258473,61.2855029553301,60.3900996038067,59.518821143596,58.6707268953516,57.8449239191112,57.0405640438062,56.2568411148714,55.4929884415584,54.748276427303,54.0220103680568,53.3135284049034,52.6221996185267,51.9474222542332,51.2886220672433,50.6452507788802,50.0167846351072,49.4027230596106,48.8025873942924,48.2159197206476,47.6422817560496,47.0812538194646,46.532433861568,45.9954365546487,45.4698924380546,"0.10","0.5","gammalet"
"3",183466.883695691,11075.7767176079,4613.02690379518,2804.05012406462,1979.61830452903,1514.74201613562,1218.86512033991,1015.16737468476,866.977854958553,754.667157976962,666.816871229772,596.350930171733,538.660027527511,490.618062935295,450.032987099378,415.324023498589,385.323634188561,359.151518468828,336.13189729632,315.737717929508,297.552109630467,281.24118923152,266.534510483362,253.210769746995,241.087194666908,230.011557497717,219.856087875589,210.51277964103,201.889734038361,193.908282556355,186.500702713433,179.608389380084,173.180379374331,167.172152428481,161.544650136757,156.26346814717,151.298187031287,146.621814911334,142.210320721823,138.0422414153,134.098349836467,130.361372638696,126.815749687215,123.447428021428,120.243684737066,117.192974174276,114.284795618363,111.509578380251,108.858581657695,106.323807012143,103.897921650451,101.574190990997,99.34641923298,97.2088968453652,95.1563540560685,93.1839195586714,91.2870837682654,89.461666053919,87.7037854559598,86.0098344644387,84.3764554928558,82.8005197302782,81.2791080967619,79.8094940626791,78.3891281231338,77.0156237449088,75.686744625986,74.400393127207,73.1545997525079,71.9475135688024,70.7773934693014,69.6426001951308,68.54158903977,67.4729031692811,66.4351674987002,65.4270830714567,64.4474218943984,63.4950221860283,62.5687840000037,61.667665189866,60.7906776844491,59.9368840464904,59.1053942897084,58.2953629320427,57.5059862649201,56.7364998203471,55.9861760193546,55.2543219868676,54.5402775194586,53.8434131936843,53.1631286038196,52.4988507188119,51.8500323491732,51.2161507153509,50.5967061098455,49.9912206460147,49.3992370870964,48.8203177495345,48.2540434751777,47.7000126673724,47.1578403863821,46.6271575000242,"0.10","0.5","neugamma"
"4",185462.433957837,11042.1708328956,4609.18833823482,2806.31049359212,1982.76450283494,1517.68340010321,1221.38410290522,1017.2598876418,868.69175415553,756.057748858752,667.934593935615,597.23868571874,539.353427170177,491.146453929908,450.420559030543,415.590786473003,385.48622638424,359.22385461656,336.125683944022,315.66286186807,297.417042208455,281.053124909343,266.299654024145,252.934483198484,240.774132738478,229.665777969863,219.481142175677,210.111787572324,201.465445774052,193.463130340278,186.036844194102,179.127744106886,172.68465967585,166.662889651854,161.023217037714,155.731098071111,150.755990407255,146.070793486263,141.651379886693,137.476200913824,133.52595309752,129.783294933532,126.232605279733,122.859776452786,119.652036363802,116.597795060734,113.686511868997,110.908579984704,108.255225910901,105.718421562835,103.290807223916,100.965623825615,98.7366532646941,96.5981656696742,94.5448726932441,92.5718860445763,90.6746805902994,88.8490614491743,87.0911345865552,85.3972804831839,83.764130510821,82.1885456964751,80.6675975989573,79.1985510573235,77.7788486014857,76.4060963416435,75.0780511758858,73.7926091749195,72.5477950198256,71.3417523834428,70.1727351587531,69.0390994487595,67.9392962420548,66.87186470676,65.835426042949,64.8286778401934,63.850388892604,62.8993944287924,61.9745917186394,61.0749360226949,60.1994368535249,59.3471545214149,58.5171969395865,57.7087166665295,56.9209081652288,56.1530052610077,55.4042787814463,54.6740343633841,53.9616104134091,53.2663762094819,52.5877301324628,51.9250980173216,51.2779316147111,50.6457071544083,50.0279240028629,49.4241034077598,48.8337873231048,48.2565373088919,47.6919334999012,47.1395736386287,46.5990721677562,46.0700593779332,"0.10","0.5","gamma"
"5",221609.024607345,11523.8851568385,4828.46918754337,2920.61293110689,2051.30553559703,1562.5681352044,1252.52064982042,1039.74084088278,885.401198218744,768.74962569224,677.735191723398,604.902943743495,545.405220595725,495.959841838766,454.269076380713,418.678534728258,387.968143841253,361.219314795266,337.727847715804,316.945251237946,298.438251235459,281.860254147998,266.930853117566,253.420859364334,241.141201223791,229.934576884163,219.66909816926,210.233394333885,201.5328003643,193.48636046478,186.024451035385,179.086879219291,172.621349985279,166.582221313245,160.929486453593,155.62793653327,150.646467427462,145.957502814496,141.53651139313,137.36160087275,133.413174912883,129.673641953989,126.127167041045,122.759459438913,119.557590180823,116.509834759278,113.605537022846,110.834991029383,108.189338161459,105.660477260781,103.240985906402,100.924051263069,98.7034091743338,96.5732903801111,94.5283729085788,92.5637398339852,90.6748417103408,88.8574630902732,87.107692621846,85.4218962866671,83.7966934022959,82.2289350626491,80.7156847332769,79.2542007552309,77.8419205428136,76.4764462875904,75.1555320043531,73.8770717748459,72.6390890624499,71.4397269860914,70.2772394547366,69.1499830752227,68.0564097561157,66.9950599389675,65.9645563959534,64.9635985395391,63.9909571956933,63.0454697973225,62.1260359591607,61.2316133993697,60.3612141766664,59.5139012149511,58.6887850902095,57.8850210569589,57.1018062937207,56.3383773489861,55.5940077709034,54.8680059054996,54.1597128496611,53.4685005463688,52.7937700108186,52.1349496770876,51.4914938559219,50.8628812950561,50.2486138342214,49.648215147678,49.0612295677149,48.4872209831191,47.9257718071135,47.3764820097201,46.8389682099202,46.312862822345,"0.10","0.0","neugammalet"
"6",225110.975671428,11593.4590976146,4839.65930308345,2925.2648827174,2054.37840043906,1565.01266776558,1254.57672302292,1041.48270908174,886.860962597757,769.948934820207,678.693397287861,605.638829954074,545.937053381742,496.305091536384,454.444174933677,418.698735393358,387.84747152515,360.970580015309,337.362700082038,316.474254773133,297.870969647593,281.205338507365,266.196127389776,252.613401236618,240.267416937352,229.000269582139,218.67952975164,209.193341088757,200.446602793111,192.357967786399,184.857460871285,177.884572950402,171.386724243016,165.318016031063,159.638209866144,154.311887471027,149.307755217088,144.598065060388,140.158129883734,135.965915826594,132.001697753736,128.24776678185,124.688180945709,121.308551785224,118.095860979299,115.038302222231,112.125144394264,109.34661276644,106.693785536429,104.15850344415,101.733290584994,99.4112848408739,97.1861765983453,95.052154628758,93.0038581761819,91.0363344410123,89.1450007660078,87.3256109311974,85.5742250479433,83.8871826132626,82.2610783454483,80.6927404729465,79.1792111918087,77.7177290440663,76.3057130010897,74.9407480632219,73.6205722104004,72.343064558709,71.1062345952754,69.9082123790859,68.7472396084531,67.6216614673265,66.5299191726328,65.4705431535663,64.4421468014016,63.4434207351115,62.4731275339726,61.5300968935372,60.6132211659341,59.7214512495054,58.853792796378,58.0093027097388,57.1870859054062,56.3862923147999,55.6061141086415,54.8457831227152,54.1045684687914,53.3817743154108,52.6767378246522,51.9888272322802,51.3174400598211,50.6620014481437,50.0219626030503,49.3967993442203,48.7860107496021,48.1891178880326,47.6056626334764,47.035206554839,46.4773298758104,45.9316304996525,45.3977230942628,44.8752382329811,"0.10","0.0","gammalet"
"7",232906.71828899,11755.7296081727,4840.27840673243,2908.19014642586,2036.7931947641,1549.66122201225,1241.65781116322,1030.69896003569,877.859210761988,762.417901470552,672.378043334335,600.334431455909,541.479701519587,492.562978326956,451.310543385895,416.08641088872,385.684676568185,359.197736000709,335.929973518008,315.339662225977,296.998902801885,280.56540679345,265.762242337954,252.36304625591,240.181060470692,229.060890011366,218.872228082707,209.505023109223,200.865716610124,192.874285816512,185.46189774442,178.569032611177,172.143970929444,166.141564889765,160.522233802634,155.251137490808,150.297492031168,145.634000139265,141.236374471173,137.082936686866,133.154278637422,129.432974766601,125.903336947733,122.55120465128,119.363764662605,116.329395622907,113.437533508928,110.678554844725,108.043674986593,105.524859267139,103.114745147541,100.806573824607,98.5941299841299,96.4716885944687,94.4339678021615,92.4760871312507,90.5935303048314,88.7821121053613,87.0379487727088,85.3574315085421,83.7372027145812,82.1741346422878,80.6653101741964,79.2080054934801,77.7996744295229,76.4379342940286,75.12055304522,73.8454376375615,72.6106234316125,71.414264553512,70.2546251065352,69.1300711484161,68.0390633579571,66.9801503230278,65.9519623895772,64.9532060178722,63.9826585979843,63.0391636816396,62.1216265920619,61.2290103774097,60.3603320769366,59.5146592721239,58.6911068978035,57.8888342907634,57.1070424555118,56.3449715288438,55.6018984265972,54.8771346575498,54.1700242908112,53.4799420643178,52.8062916231656,52.1485038775328,51.5060354708524,50.8783673497201,50.2650034277633,49.6654693363671,49.079311255759,48.5060948205029,47.9454040939486,47.3968406066348,46.8600224540508,46.3345834488101,"0.10","0.0","neugamma"
"8",239310.960870842,11662.5165222758,4835.21678009194,2920.8770722446,2051.65932316737,1563.41856702511,1253.69290758096,1041.05690835859,886.739374503779,770.034736250235,678.92351312984,605.970883706294,546.341808262301,496.761915719105,454.938228450415,419.219171259607,388.386253837335,361.521688504267,337.921583195578,317.037446413425,298.435815989504,281.769800292692,266.758634873035,253.172746439856,240.822672721012,229.550728241573,219.224656000308,209.732735757281,200.979974589891,192.885111178767,185.378238652907,178.398902424809,171.894566217649,165.819366010259,160.133090975218,154.800344750884,149.789851009651,145.073875266449,140.627740921691,136.429422156626,132.459199859847,128.699369526018,125.133992225368,121.748681438755,118.530419894815,115.46740161338,112.548895213542,109.765125231902,107.107168752045,104.566865097598,102.136736709514,99.8099196301636,97.5801022653615,95.4414713008571,93.3886638203099,91.4167248137125,89.5210693838842,87.6974490581963,85.9419216964131,84.2508245562512,82.6207501381131,81.0485244812977,79.5311876272988,78.0659760027789,76.6503065064876,75.2817621115832,73.9580788182164,72.6771338114386,71.4369346969534,70.2356097023684,69.0713987447538,67.942645276763,66.8477888335499,65.7853582114486,64.7539652170254,63.7522989318134,62.7791204439436,61.8332580030686,60.9136025595619,60.0191036530156,59.1487656186472,58.3016440833963,57.4768427263117,56.6735102803396,55.8908377548504,55.1280558602389,54.3844326177049,53.6592711389149,52.9519075616699,52.2617091289796,51.5880724000899,50.930421583044,50.2882069792818,49.6609035316207,49.0480094677142,48.4490450317668,47.8635512978976,47.2910890591075,46.7312377863036,46.1835946522961,45.6477736160988,45.1234045629956,"0.10","0.0","gamma"
"9",177691.694704595,11597.1365949407,4895.95839920242,2972.113511939,2094.82190351673,1601.0953155348,1287.42817102801,1071.79525212585,915.10092580096,796.451803298512,703.711623183395,629.368590836655,568.534564620294,517.89719906161,475.135560468287,438.576991821484,406.986777273915,379.434419254458,355.205914818256,333.744618379184,314.610410917832,297.45090619566,281.980759148842,267.966543155422,255.215527572412,243.567233693454,232.887000727843,223.061026521001,213.992504326965,205.598583901745,197.807959374598,190.558938545976,183.797885462073,177.477954956076,171.558057431125,166.002006602262,160.777813669949,155.857099481797,151.214602368101,146.8277640217,142.676379401235,138.742299436791,135.009177504224,131.462252354393,128.088161544331,124.874780500333,121.811083209573,118.887021234167,116.093418305365,113.421878213653,110.86470408452,108.414827436172,106.065745667953,103.811466836868,101.64646075279,99.5656155672128,97.5641991509578,95.6378246574649,93.7824197533809,91.9941990700903,90.26963949069,88.6054579386348,86.9985913783373,85.4461787756299,83.9455447982331,82.4941850640568,81.0897527689726,79.7300465462718,78.4129994277961,77.136668792146,75.8992271987695,74.6989540183905,73.5342277804128,72.403519166827,71.3053845899408,70.2384602980867,69.201456959475,68.1931546796472,67.2123984126644,66.2580937302826,65.3292029170298,64.4247413623331,63.5437742237228,62.6854133377015,61.8488143571389,61.0331740960955,60.2377280647831,59.4617481790027,58.7045406298516,57.965443900797,57.2438269203828,56.5390873398947,55.8506499262516,55.177965061251,54.5205073390634,53.877774254573,53.2492849757848,52.6345791940948,52.0332160467312,51.4447731061481,50.8688454315881,50.3050446787158,"0.05","0.5","neugammalet"
"10",168868.365766029,11511.1687885086,4933.1116673815,3009.96511031725,2124.99813792614,1624.40780969455,1305.44326950744,1085.79776114834,926.039663547678,805.017257628665,710.410465607467,634.578164117813,572.54047449598,520.919034615037,477.344634082965,440.108745233649,407.949593973321,379.915983414331,355.277869780532,333.466028393997,314.030367974578,296.610517408061,280.914679266691,266.704168850079,253.781937279233,241.983933947327,231.172523835306,221.231412935549,212.061694812539,203.57874052697,195.709729925467,188.391675627839,181.569829069311,175.19638539843,169.229424061532,163.63203667866,158.371604820371,153.419198567561,148.749073009417,144.338244630082,140.166133228798,136.214257884787,132.465977717659,128.906269955188,125.521539213677,122.299453005066,119.228799372351,116.299363268884,113.501818874455,110.827635510099,108.268995196498,105.818720214729,103.470209286564,101.217381205184,99.0546249244388,96.9767552624862,94.9789734990601,93.0568322492013,91.2062040833874,89.4232534376017,87.7044114191654,86.0463531670837,84.4459774707345,82.90038838922,81.4068786466835,79.962914607203,78.5661226572355,77.2142768446225,75.9052876413467,74.6371917129912,73.408142591552,72.2164021601705,71.0603328687551,69.9383906085468,68.8491181816533,67.7911393085512,66.7631531227061,65.7639291068621,64.7923024303262,63.8471696507876,62.9274847479434,62.032255459512,61.1605398931485,60.3114433903948,59.4841156211169,58.6777478889624,57.8915706302205,57.1248510901243,56.3768911621232,55.6470253769804,54.9346190297456,54.2390664337316,53.5597892915858,52.8962351744221,52.2478761007652,51.6142072077684,50.9947455078089,50.3890287241471,49.7966141998608,49.2170778747461,48.6500133253161,48.0950308636507,"0.05","0.5","gammalet"
"11",194403.111403561,11675.7069860857,4900.91836289126,2980.27022883377,2103.29570325835,1608.57971106904,1293.69148487192,1076.92864559467,919.267591467229,799.811910936746,706.403038773422,631.504903995497,570.208018178369,519.182515139598,476.09344367411,439.257022924345,407.429710929576,379.673981002292,355.270200669442,333.657186382867,314.391136103193,297.116654013836,281.545919361353,267.443455932603,254.614825860001,242.89812012609,232.157473043121,222.278062186279,213.162212653139,204.726332075591,196.898477440939,189.616407300286,182.826010390609,176.480028723241,170.537012917424,164.960462107419,159.718111589391,154.781339521925,150.124670172376,145.725355924597,141.563023902405,137.619375886863,133.87793241162,130.323813655592,126.943551125043,123.724925209848,120.656824573116,117.729124037073,114.932578196984,112.258728457315,109.699821561702,107.248737997775,104.898928912672,102.644360385723,100.479464079626,98.3990934370271,96.3984847112125,94.4732222217126,92.6192073115908,90.832630555775,89.1099468312458,87.4478529121153,85.8432672971148,84.2933120149949,82.7952961858897,81.3467011446472,79.9451669561686,78.5884801735737,77.2745627079545,76.0014616940449,74.7673402496608,73.5704690385329,72.4092185564312,71.282052069452,70.1875191412127,69.1242496925902,68.0909485437166,67.0863903932811,66.1094151949065,65.1589238945346,64.2338744964406,63.3332784287703,62.4561971823929,61.6017391994501,60.7690569902765,59.9573444594249,59.165834423355,58.3937963039884,57.6405339838001,56.9053838094319,56.1877127319949,55.4869165732948,54.8024184081671,54.1336670539724,53.4801356590833,52.841320382894,52.2167391605202,51.6059305459348,51.0084526278013,50.4238820127436,49.8518128712286,49.2918560419259,"0.05","0.5","neugamma"
"12",197419.264061616,11641.8520386466,4898.66329603095,2984.35631200122,2108.0372248245,1612.85649216895,1297.32389451656,1079.95441172139,921.769410821971,801.872458974067,708.094019222471,632.885804542018,571.327508940073,520.080336928053,476.802149753186,439.803425020354,407.836033468671,379.958768988589,355.449031115417,333.743226701726,314.395584291098,297.049087636044,281.414574001038,267.255448828487,254.376336709461,242.614538204483,231.833517664535,221.917881929584,212.769467566366,204.304262151639,196.449959954563,189.144005056017,182.332012513419,175.966485298701,170.00576453373,164.413165151358,159.15625998979,154.206283507876,149.537632512512,145.127446032408,140.955250126887,137.002656254396,133.253104041434,129.691641035455,126.304733404445,123.080102643628,120.006584228378,117.074004859402,114.273075517991,111.595298013736,109.032883086418,106.578678434707,104.226105300479,101.969102449181,99.8020765624542,97.7198582055591,95.7176626545446,93.7910549707559,91.9359187966744,90.148428420055,88.4250237151067,86.7623876219549,85.1574258703414,83.607248691709,82.1091542965374,80.6606139218914,79.2592582783201,77.9028652461235,76.5893486890485,75.3167482691226,74.0832201599356,72.8870285675076,71.7265379782154,70.6002060622705,69.5065771691544,68.4442763583504,67.4120039148165,66.40853030401,65.432691526022,64.4833848325612,63.5595647742398,62.6602395489009,61.7844676246414,60.9313546137901,60.100050376401,59.2897463338974,58.4996729753331,57.7290975403927,56.9773218647257,56.2436803745335,55.5275382185148,54.8282895263492,54.1453557838538,53.4781843158188,52.8262468683114,52.1890382829401,51.5660752562144,50.9568951777114,50.3610550412853,49.7781304240308,49.207714528155,48.6494172815298,"0.05","0.5","gamma"
"13",204823.938032741,11841.7042315664,5024.57458774713,3046.46298989462,2141.15164609503,1631.61956100153,1308.33654681516,1086.49377936723,925.595621727634,803.99145349122,709.109776373351,633.175579688148,571.134577397036,519.565679488721,476.074538375125,438.937595436447,406.884014994796,378.957143275741,354.423693623827,332.712574726711,313.372690012401,296.04320270623,280.432185717925,266.301030547817,253.452886713615,241.723970296399,230.976946616548,221.095833589089,211.982034464826,203.551219361951,195.730851731897,188.458209858622,181.678791926886,175.345020910593,169.415185744228,163.85257013668,158.624731473734,153.702900584215,149.061479455616,144.677618806289,140.530861132834,136.602837729536,132.877010423943,129.338450538889,125.973648987806,122.770352521144,119.717422030221,116.804709529397,114.02295101495,111.363672868029,108.819109851732,106.382133065939,104.046186481635,101.805230889706,99.6536942761215,97.5864277827361,95.5986665360218,93.6859947293132,91.8443144309605,90.0698176641212,88.3589613659691,86.7084448868112,85.1151897344879,83.5763213077521,82.0891523951517,80.6511682441141,79.2600130291708,77.9134775691943,76.6094881615965,75.3460964171239,74.1214699925033,72.933884130044,71.7817139236468,70.6634272397065,69.5775782293102,68.5228013750803,67.4978060221147,66.501371347852,65.5323417304349,64.589622479331,63.6721758956847,62.7790176331571,61.9092133329331,61.061875509172,60.236160663486,59.4312666090991,58.646429987176,57.8809239594594,57.1340560628302,56.4051662127286,55.6936248435572,54.9988311752633,54.3202115962513,53.6572181536469,53.0093271427146,52.3760377879379,51.756871008905,51.1513682647283,50.5590904712471,49.9796169857387,49.4125446542686,48.8574869166484,"0.05","0.0","neugammalet"
"14",222092.396334391,11845.281359978,4998.48360558566,3036.56550541661,2139.43227728476,1633.65348804174,1312.03930055595,1090.85882987871,930.122241629447,808.42765061059,713.331077911659,637.124923316407,574.791185142136,522.928366767442,479.152521568844,441.745334501379,409.438291199948,381.275404068491,356.523128617165,334.609618622857,315.0827762837,297.580664306838,281.810240991721,267.53181716338,254.547521201844,242.692619689404,231.828904136831,221.839593687721,212.625364570958,204.101226974969,196.194046261619,188.840559083584,181.985773211489,175.581667471253,169.586128328715,163.962074508544,158.676732093747,153.70103086473,149.009098939189,144.577837591374,140.38656183971,136.416695270608,132.651509815032,129.075902962675,125.676206297377,122.440020350631,119.356071660733,116.414088641745,113.604693445774,110.919307472806,108.350068566491,105.889758249248,103.531737609344,101.269890666939,99.0985742239365,97.0125733506334,95.0070617859829,93.0775666321688,91.2199368115831,89.4303148281193,87.70511143718,86.0409828818848,84.4348103981911,82.8836817302513,81.384874430422,79.9358407467422,78.534193925142,77.1776957747542,75.8642453629381,74.5918687224527,73.3587094669531,72.1630202229569,71.0031547968588,69.877561004703,68.7847741004142,67.7234107452007,66.6921634670142,65.6897955643768,64.7151364136819,63.7670771433079,62.8445666416336,61.9466078693679,61.0722544495561,60.2206075112545,59.3908127651967,58.5820577918672,57.7935695242561,57.0246119092363,56.2744837329987,55.5425165973167,54.8280730346147,54.1305447508971,53.4493509865635,52.7839369860181,52.133772567766,51.4983507874114,50.8771866866097,50.2698161216208,49.6757946656336,49.0946965795176,48.5261138460912,47.9696552632124,"0.05","0.0","gammalet"
