,X,Likelihood,pneu,plet,alpha,beta,Nanc,nu,T,scale,level,ss,h_co,dist,rep
393,393,-385.6470231,0.162263024,0.025937687,0.329025862,295.8681453,9641.149734,1.03565483,0.586678626,na,0.05,100,0,neugammalet,2
394,394,-389.2115052,0,0.006724304,0.193877789,703.8434227,9641.149734,1.03565483,0.586678626,na,0.05,100,0,gammalet,2
395,395,-385.5799291,0.135732667,0,0.291803464,405.4363856,9641.149734,1.03565483,0.586678626,na,0.05,100,0,neugamma,2
396,396,-388.975946,na,na,0.19394256,729.0455298,9641.149734,1.03565483,0.586678626,na,0.05,100,0,gamma,2
397,397,-386.2934654,0.037121936,0.001888077,0.205307892,769.71778,9740.285158,1.050631626,0.064233551,na,0.05,100,0,neugammalet,1
398,398,-382.444269,0,0.135556372,0.199462823,301.3647711,9740.285158,1.050631626,0.064233551,na,0.05,100,0,gammalet,1
399,399,-387.0859652,0.056945607,0,0.216913001,717.9919734,9740.285158,1.050631626,0.064233551,na,0.05,100,0,neugamma,1
400,400,-385.1944202,na,na,0.188402602,861.1274125,9740.285158,1.050631626,0.064233551,na,0.05,100,0,gamma,1
401,401,-55.47465944,0.199349895,0.001002519,0.367160949,366.0662756,9773.292168,9.422363211,0.004813581,na,0.05,10,0.5,neugammalet,10
402,402,-46.90522359,0,0.430718337,0.224852068,24.22302886,9773.292168,9.422363211,0.004813581,na,0.05,10,0.5,gammalet,10
403,403,-51.61684561,0.090044386,0,0.220372491,1059.353219,9773.292168,9.422363211,0.004813581,na,0.05,10,0.5,neugamma,10
404,404,-50.33361795,na,na,0.16782646,1799.580563,9773.292168,9.422363211,0.004813581,na,0.05,10,0.5,gamma,10
405,405,-47.46378808,0.072353881,0.110492171,0.224198916,456.616337,9866.742591,1.039939348,0.518683614,na,0.05,10,0.5,neugammalet,9
406,406,-48.46672607,0,0.312678883,0.189603558,119.419864,9866.742591,1.039939348,0.518683614,na,0.05,10,0.5,gammalet,9
407,407,-47.35421675,0.13150954,0,0.281373948,524.4429851,9866.742591,1.039939348,0.518683614,na,0.05,10,0.5,neugamma,9
408,408,-47.62633221,na,na,0.175773346,1399.863409,9866.742591,1.039939348,0.518683614,na,0.05,10,0.5,gamma,9
409,409,-49.95598433,0.169431909,0.046298079,0.318842195,396.0986506,9849.161475,0.084646327,0.000107075,na,0.05,10,0.5,neugammalet,8
410,410,-50.82851437,0,0.332981379,0.177723197,126.3685489,9849.161475,0.084646327,0.000107075,na,0.05,10,0.5,gammalet,8
411,411,-49.96260149,0.151505326,0,0.28611076,621.7727274,9849.161475,0.084646327,0.000107075,na,0.05,10,0.5,neugamma,8
412,412,-50.00676942,na,na,0.165531522,2011.223025,9849.161475,0.084646327,0.000107075,na,0.05,10,0.5,gamma,8
413,413,-57.2345414,0.199669078,0.506282675,0.990132024,2.839498127,9823.699813,9.909073688,0.003250674,na,0.05,10,0.5,neugammalet,7
414,414,-47.78656005,0,0.095329464,0.186620298,576.7999401,9823.699813,9.909073688,0.003250674,na,0.05,10,0.5,gammalet,7
415,415,-48.37875497,0.07362358,0,0.229012287,724.1807933,9823.699813,9.909073688,0.003250674,na,0.05,10,0.5,neugamma,7
416,416,-47.92626418,na,na,0.183329113,1096.604253,9823.699813,9.909073688,0.003250674,na,0.05,10,0.5,gamma,7
417,417,-46.06544753,0.066855677,0.048952962,0.203673593,813.3036906,8733.041096,1.139183757,2.32857228,na,0.05,10,0.5,neugammalet,6
418,418,-47.18472518,0,0.353252393,0.184169929,78.72228527,8733.041096,1.139183757,2.32857228,na,0.05,10,0.5,gammalet,6
419,419,-46.07083121,0.167007791,0,0.300932792,474.3821333,8733.041096,1.139183757,2.32857228,na,0.05,10,0.5,neugamma,6
420,420,-46.18947259,na,na,0.165004478,1752.108766,8733.041096,1.139183757,2.32857228,na,0.05,10,0.5,gamma,6
421,421,-50.92745808,0.092144007,0.047683068,0.279032521,285.9911583,9903.95827,0.071416739,0.000289846,na,0.05,10,0.5,neugammalet,5
422,422,-53.02856073,0,0.183887046,0.211641289,196.0611719,9903.95827,0.071416739,0.000289846,na,0.05,10,0.5,gammalet,5
423,423,-49.82881947,0.17997034,0,0.422552437,171.017681,9903.95827,0.071416739,0.000289846,na,0.05,10,0.5,neugamma,5
424,424,-51.68527477,na,na,0.203678145,631.8896447,9903.95827,0.071416739,0.000289846,na,0.05,10,0.5,gamma,5
425,425,-49.95420987,0.036333579,0.001711526,0.209943952,734.0548868,9771.251761,0.972414639,0.008391953,na,0.05,10,0.5,neugammalet,4
426,426,-48.97895588,0,0.128737537,0.196311245,359.752388,9771.251761,0.972414639,0.008391953,na,0.05,10,0.5,gammalet,4
427,427,-49.87232311,0.033093475,0,0.208925185,734.4262704,9771.251761,0.972414639,0.008391953,na,0.05,10,0.5,neugamma,4
428,428,-49.44325783,na,na,0.190613769,860.683969,9771.251761,0.972414639,0.008391953,na,0.05,10,0.5,gamma,4
429,429,-51.91301367,0.080231416,0.012581322,0.217785522,894.1212509,9721.244562,9.439906048,0.007222518,na,0.05,10,0.5,neugammalet,3
430,430,-51.34093982,0,0.280043242,0.184846674,157.5062274,9721.244562,9.439906048,0.007222518,na,0.05,10,0.5,gammalet,3
431,431,-52.02721494,0.102123836,0,0.238619172,762.0664252,9721.244562,9.439906048,0.007222518,na,0.05,10,0.5,neugamma,3
432,432,-51.73549952,na,na,0.169638927,1618.020895,9721.244562,9.439906048,0.007222518,na,0.05,10,0.5,gamma,3
433,433,-49.99708708,0.184588444,0.037221991,0.349590446,274.6150775,9269.981395,1.063045559,1.132289591,na,0.05,10,0.5,neugammalet,2
434,434,-50.32204113,0,0.058533417,0.174977892,873.4698768,9269.981395,1.063045559,1.132289591,na,0.05,10,0.5,gammalet,2
435,435,-49.92614504,0.150953901,0,0.294770511,446.0376819,9269.981395,1.063045559,1.132289591,na,0.05,10,0.5,neugamma,2
436,436,-50.27274593,na,na,0.174859319,1248.008939,9269.981395,1.063045559,1.132289591,na,0.05,10,0.5,gamma,2
437,437,-59.27702206,0.219643926,0.001045859,0.477256112,172.5279468,9631.46066,1.074746425,0.073921336,na,0.05,10,0.5,neugammalet,1
438,438,-50.81982196,0,0.155932144,0.192526494,337.5046559,9631.46066,1.074746425,0.073921336,na,0.05,10,0.5,gammalet,1
439,439,-51.7623767,0.018970354,0,0.195574026,918.7006542,9631.46066,1.074746425,0.073921336,na,0.05,10,0.5,neugamma,1
440,440,-51.48143894,na,na,0.186381636,989.4847761,9631.46066,1.074746425,0.073921336,na,0.05,10,0.5,gamma,1
441,441,-47.25905815,0.200060637,0.001010461,0.448206656,169.9244646,9715.579415,1.007332018,0.265431322,na,0.05,10,0,neugammalet,10
442,442,-48.27573777,0,0.224008399,0.203679442,169.5240674,9715.579415,1.007332018,0.265431322,na,0.05,10,0,gammalet,10
443,443,-46.94574358,0.147224463,0,0.334070915,285.7582676,9715.579415,1.007332018,0.265431322,na,0.05,10,0,neugamma,10
444,444,-47.53127395,na,na,0.197585325,724.4856189,9715.579415,1.007332018,0.265431322,na,0.05,10,0,gamma,10
445,445,-50.3988853,0.09423032,0.00103749,0.261776429,462.5809415,9803.872001,0.093339901,0.000100442,na,0.05,10,0,neugammalet,9
446,446,-49.56935752,0,0.325563796,0.225076254,59.2581352,9803.872001,0.093339901,0.000100442,na,0.05,10,0,gammalet,9
447,447,-50.03883514,0.057085841,0,0.22994157,591.4283787,9803.872001,0.093339901,0.000100442,na,0.05,10,0,neugamma,9
448,448,-49.72073765,na,na,0.195968635,763.6918513,9803.872001,0.093339901,0.000100442,na,0.05,10,0,gamma,9
449,449,-48.41723281,0.147247033,0.001079474,0.325303106,319.7969273,9741.017488,1.834632332,0.007363822,na,0.05,10,0,neugammalet,8
450,450,-47.90341201,0,0.051499836,0.191484838,657.0045649,9741.017488,1.834632332,0.007363822,na,0.05,10,0,gammalet,8
451,451,-48.1557575,0.109572605,0,0.269558398,488.536583,9741.017488,1.834632332,0.007363822,na,0.05,10,0,neugamma,8
452,452,-47.90809193,na,na,0.189094643,932.345551,9741.017488,1.834632332,0.007363822,na,0.05,10,0,gamma,8
453,453,-46.21970189,0.114632804,0.020932978,0.2817218,361.9317386,9612.46074,9.574400929,0.005786154,na,0.05,10,0,neugammalet,7
454,454,-46.61132257,0,0.265846405,0.206471396,116.043689,9612.46074,9.574400929,0.005786154,na,0.05,10,0,gammalet,7
455,455,-46.20483,0.092271429,0,0.256559616,474.2576082,9612.46074,9.574400929,0.005786154,na,0.05,10,0,neugamma,7
456,456,-46.15677948,na,na,0.192027833,803.0579188,9612.46074,9.574400929,0.005786154,na,0.05,10,0,gamma,7
457,457,-55.8481545,0.001029085,0.465112294,0.231505,13.27695806,9686.21955,9.757854793,0.004217762,na,0.05,10,0,neugammalet,6
458,458,-47.9592743,0,0.269907556,0.192876816,136.790422,9686.21955,9.757854793,0.004217762,na,0.05,10,0,gammalet,6
459,459,-49.28219311,0.09261258,0,0.234695712,694.1641914,9686.21955,9.757854793,0.004217762,na,0.05,10,0,neugamma,6
460,460,-48.55258696,na,na,0.176975012,1186.40784,9686.21955,9.757854793,0.004217762,na,0.05,10,0,gamma,6
461,461,-51.49834223,0.053301681,0.234554448,0.274903013,89.29977217,9951.372093,0.765208548,0.008107903,na,0.05,10,0,neugammalet,5
462,462,-51.18723518,0,0.036846622,0.216909349,409.9605915,9951.372093,0.765208548,0.008107903,na,0.05,10,0,gammalet,5
463,463,-51.90089192,0.09061349,0,0.292123792,297.3752335,9951.372093,0.765208548,0.008107903,na,0.05,10,0,neugamma,5
464,464,-51.16838546,na,na,0.216271554,498.9025974,9951.372093,0.765208548,0.008107903,na,0.05,10,0,gamma,5
465,465,-50.72308561,0.113370826,0.029962773,0.316070726,216.1438272,9741.876483,0.036445579,0.000100217,na,0.05,10,0,neugammalet,4
466,466,-52.69225214,0,0.056259398,0.217262827,334.6647671,9741.876483,0.036445579,0.000100217,na,0.05,10,0,gammalet,4
467,467,-49.95933231,0.146733441,0,0.366061717,191.1714287,9741.876483,0.036445579,0.000100217,na,0.05,10,0,neugamma,4
468,468,-52.4623651,na,na,0.212670944,487.6987193,9741.876483,0.036445579,0.000100217,na,0.05,10,0,gamma,4
469,469,-47.92493367,0.118351599,0.068793565,0.301140693,229.319987,9834.136196,0.065940992,0.000100586,na,0.05,10,0,neugammalet,3
470,470,-50.36981406,0,0.2563599,0.211135793,113.8586826,9834.136196,0.065940992,0.000100586,na,0.05,10,0,gammalet,3
471,471,-47.47025134,0.208018327,0,0.482632312,135.457114,9834.136196,0.065940992,0.000100586,na,0.05,10,0,neugamma,3
472,472,-48.8972824,na,na,0.197283493,686.9481889,9834.136196,0.065940992,0.000100586,na,0.05,10,0,gamma,3
473,473,-46.50966557,0.097213799,0.016686666,0.249659075,548.1623275,9685.759919,1.051572362,0.320328472,na,0.05,10,0,neugammalet,2
474,474,-47.18524231,0,0.277595202,0.196189096,131.8584729,9685.759919,1.051572362,0.320328472,na,0.05,10,0,gammalet,2
475,475,-46.66582911,0.153603326,0,0.314269055,387.0961355,9685.759919,1.051572362,0.320328472,na,0.05,10,0,neugamma,2
476,476,-46.66526643,na,na,0.181805292,1099.624758,9685.759919,1.051572362,0.320328472,na,0.05,10,0,gamma,2
477,477,-48.82608074,0.052047908,0.047397705,0.238616846,364.7737686,9788.55307,9.882300095,0.002514272,na,0.05,10,0,neugammalet,1
478,478,-48.55917823,0,0.240408749,0.219896599,112.5064083,9788.55307,9.882300095,0.002514272,na,0.05,10,0,gammalet,1
479,479,-48.9342305,0.053230679,0,0.236275852,482.1928823,9788.55307,9.882300095,0.002514272,na,0.05,10,0,neugamma,1
480,480,-48.68927477,na,na,0.202100048,629.301837,9788.55307,9.882300095,0.002514272,na,0.05,10,0,gamma,1
481,481,-2839.673232,0.058921865,0.001002794,0.206674555,762.1074491,9792.9938,1.068263953,0.012730035,na,0.01,1000,0.5,neugammalet,10
482,482,-2818.228629,0,0.06660073,0.188670726,488.1095804,9792.9938,1.068263953,0.012730035,na,0.01,1000,0.5,gammalet,10
483,483,-2837.661293,0.02034278,0,0.187983496,858.2657576,9792.9938,1.068263953,0.012730035,na,0.01,1000,0.5,neugamma,10
484,484,-2836.491482,na,na,0.180263849,896.3655007,9792.9938,1.068263953,0.012730035,na,0.01,1000,0.5,gamma,10
485,485,-2868.590474,0.075182159,0.040089752,0.218217151,525.6324054,9821.924978,1.041936124,0.008002034,na,0.01,1000,0.5,neugammalet,9
486,486,-2869.014128,0,0.035300016,0.181186925,662.5278709,9821.924978,1.041936124,0.008002034,na,0.01,1000,0.5,gammalet,9
487,487,-2874.542012,0.021407894,0,0.185859156,863.3750203,9821.924978,1.041936124,0.008002034,na,0.01,1000,0.5,neugamma,9
488,488,-2874.466778,na,na,0.177236172,911.5861297,9821.924978,1.041936124,0.008002034,na,0.01,1000,0.5,gamma,9
489,489,-2831.75258,0.098220444,0.009411579,0.24041886,474.7244686,9826.111708,1.135288449,0.000617702,na,0.01,1000,0.5,neugammalet,8
490,490,-2827.689434,0,0.035558143,0.192400533,482.8561038,9826.111708,1.135288449,0.000617702,na,0.01,1000,0.5,gammalet,8
491,491,-2832.981103,0.03554884,0,0.203690871,603.3069197,9826.111708,1.135288449,0.000617702,na,0.01,1000,0.5,neugamma,8
492,492,-2832.91861,na,na,0.187924781,657.5109564,9826.111708,1.135288449,0.000617702,na,0.01,1000,0.5,gamma,8
493,493,-2831.095833,0.073987728,0.015892236,0.214871999,651.955164,9700.071095,1.032798573,0.134371944,na,0.01,1000,0.5,neugammalet,7
494,494,-2827.358244,0,0.023358142,0.180414954,747.004014,9700.071095,1.032798573,0.134371944,na,0.01,1000,0.5,gammalet,7
495,495,-2830.635479,0.019748246,0,0.185603617,874.7064289,9700.071095,1.032798573,0.134371944,na,0.01,1000,0.5,neugamma,7
496,496,-2829.798913,na,na,0.177967329,917.3910057,9700.071095,1.032798573,0.134371944,na,0.01,1000,0.5,gamma,7
497,497,-2823.593292,0.006127742,0.003199416,0.181950034,790.429615,9755.297327,1.020716979,0.132289082,na,0.01,1000,0.5,neugammalet,6
498,498,-2823.576878,0,0.00559409,0.17996792,782.3328006,9755.297327,1.020716979,0.132289082,na,0.01,1000,0.5,gammalet,6
499,499,-2824.222884,0.049408165,0,0.200692613,723.2257679,9755.297327,1.020716979,0.132289082,na,0.01,1000,0.5,neugamma,6
500,500,-2823.621199,na,na,0.179551903,816.5834283,9755.297327,1.020716979,0.132289082,na,0.01,1000,0.5,gamma,6
501,501,-2799.678773,0.035383533,0.046581143,0.209801262,465.9815288,9863.7786,1.032499591,0.015798655,na,0.01,1000,0.5,neugammalet,5
502,502,-2799.247504,0,0.046970322,0.193553981,497.7864819,9863.7786,1.032499591,0.015798655,na,0.01,1000,0.5,gammalet,5
503,503,-2808.675677,0.026177111,0,0.198477706,711.2087497,9863.7786,1.032499591,0.015798655,na,0.01,1000,0.5,neugamma,5
504,504,-2807.790772,na,na,0.187435762,753.2479304,9863.7786,1.032499591,0.015798655,na,0.01,1000,0.5,gamma,5
505,505,-2821.136346,0.041017412,0.01878896,0.211719503,518.9341729,9870.475945,2.483950036,0.000100124,na,0.01,1000,0.5,neugammalet,4
506,506,-2816.496829,0,0.0513697,0.197666523,423.275081,9870.475945,2.483950036,0.000100124,na,0.01,1000,0.5,gammalet,4
507,507,-2827.489993,0.024340457,0,0.201424915,625.5383382,9870.475945,2.483950036,0.000100124,na,0.01,1000,0.5,neugamma,4
508,508,-2827.187731,na,na,0.190877135,660.6686207,9870.475945,2.483950036,0.000100124,na,0.01,1000,0.5,gamma,4
509,509,-2791.025925,0.085573683,0.054099765,0.2445545,344.0992232,9787.079535,1.149195611,0.001313306,na,0.01,1000,0.5,neugammalet,3
510,510,-2790.364521,0,0.060747982,0.198162836,400.5906847,9787.079535,1.149195611,0.001313306,na,0.01,1000,0.5,gammalet,3
511,511,-2805.874716,0.03000779,0,0.202602477,641.7492124,9787.079535,1.149195611,0.001313306,na,0.01,1000,0.5,neugamma,3
512,512,-2805.209363,na,na,0.189570152,687.0836404,9787.079535,1.149195611,0.001313306,na,0.01,1000,0.5,gamma,3
513,513,-2838.34286,0.059843249,0.04368947,0.221717077,454.2981263,9877.792364,1.037997744,0.004197032,na,0.01,1000,0.5,neugammalet,2
514,514,-2836.715538,0,0.053426948,0.1942419,471.9651302,9877.792364,1.037997744,0.004197032,na,0.01,1000,0.5,gammalet,2
515,515,-2848.249012,0.00730727,0,0.190245771,743.2613755,9877.792364,1.037997744,0.004197032,na,0.01,1000,0.5,neugamma,2
516,516,-2848.037289,na,na,0.187387554,754.6942437,9877.792364,1.037997744,0.004197032,na,0.01,1000,0.5,gamma,2
517,517,-2780.060296,0.013568129,0.001008131,0.194273395,728.5337188,9889.572564,1.026837,0.033492341,na,0.01,1000,0.5,neugammalet,1
518,518,-2777.090788,0,0.025052315,0.192061054,604.4148164,9889.572564,1.026837,0.033492341,na,0.01,1000,0.5,gammalet,1
519,519,-2780.013115,0.008528677,0,0.191985724,743.4838055,9889.572564,1.026837,0.033492341,na,0.01,1000,0.5,neugamma,1
520,520,-2779.583205,na,na,0.188842929,752.7446316,9889.572564,1.026837,0.033492341,na,0.01,1000,0.5,gamma,1
521,521,-2820.297422,0.02295862,0.005139406,0.194407041,698.2152386,9807.689061,1.02793219,0.093303555,na,0.01,1000,0,neugammalet,10
522,522,-2819.812705,0,0.001015017,0.184492109,761.410844,9807.689061,1.02793219,0.093303555,na,0.01,1000,0,gammalet,10
523,523,-2820.097075,0.026180001,0,0.195470339,717.685102,9807.689061,1.02793219,0.093303555,na,0.01,1000,0,neugamma,10
524,524,-2819.761323,na,na,0.184519556,764.2077727,9807.689061,1.02793219,0.093303555,na,0.01,1000,0,gamma,10
525,525,-3048.920072,0.328850843,0.001049232,0.527732449,261.7055165,9968.323804,1.861390334,0.000100093,na,0.01,1000,0,neugammalet,9
526,526,-2810.281053,0,0.030426074,0.198825851,498.7954319,9968.323804,1.861390334,0.000100093,na,0.01,1000,0,gammalet,9
527,527,-2814.532792,0.029916655,0,0.208715756,600.1392046,9968.323804,1.861390334,0.000100093,na,0.01,1000,0,neugamma,9
528,528,-2814.140927,na,na,0.195049888,643.2125748,9968.323804,1.861390334,0.000100093,na,0.01,1000,0,gamma,9
529,529,-2847.822199,0.06355361,0.041023043,0.225166048,395.6691749,9763.080987,1.061776909,0.011681606,na,0.01,1000,0,neugammalet,8
530,530,-2848.644018,0,0.035714662,0.19212574,486.0199057,9763.080987,1.061776909,0.011681606,na,0.01,1000,0,gammalet,8
531,531,-2854.228508,0.059873036,0,0.215374137,573.8236337,9763.080987,1.061776909,0.011681606,na,0.01,1000,0,neugamma,8
532,532,-2853.584352,na,na,0.187442259,665.968916,9763.080987,1.061776909,0.011681606,na,0.01,1000,0,gamma,8
533,533,-2819.428113,0.081358842,0.071194502,0.246388735,284.8973798,9844.431711,2.083470817,0.000231538,na,0.01,1000,0,neugammalet,7
534,534,-2819.194315,0,0.058990437,0.199601708,379.633779,9844.431711,2.083470817,0.000231538,na,0.01,1000,0,gammalet,7
535,535,-2834.196493,0.022231352,0,0.200977433,604.563254,9844.431711,2.083470817,0.000231538,na,0.01,1000,0,neugamma,7
536,536,-2833.615101,na,na,0.191601465,633.9918801,9844.431711,2.083470817,0.000231538,na,0.01,1000,0,gamma,7
537,537,-2815.62804,0.069701356,0.012186508,0.226172571,512.4838606,9818.009541,1.032428039,0.00546796,na,0.01,1000,0,neugammalet,6
538,538,-2815.163604,0,0.010718153,0.191059549,620.9327916,9818.009541,1.032428039,0.00546796,na,0.01,1000,0,gammalet,6
539,539,-2816.244851,0.054578271,0,0.215621719,590.7084053,9818.009541,1.032428039,0.00546796,na,0.01,1000,0,neugamma,6
540,540,-2815.6352,na,na,0.189762385,680.5099663,9818.009541,1.032428039,0.00546796,na,0.01,1000,0,gamma,6
541,541,-2820.566037,0.078195392,0.002445947,0.230884035,530.5294077,9784.230045,1.032304079,0.061904113,na,0.01,1000,0,neugammalet,5
542,542,-2816.413003,0,0.014989046,0.19212082,593.0269814,9784.230045,1.032304079,0.061904113,na,0.01,1000,0,gammalet,5
543,543,-2817.538845,0.009155417,0,0.193939332,661.3709629,9784.230045,1.032304079,0.061904113,na,0.01,1000,0,neugamma,5
544,544,-2817.262904,na,na,0.190228688,674.9080247,9784.230045,1.032304079,0.061904113,na,0.01,1000,0,gamma,5
545,545,-2757.845737,0.073282131,0.008395119,0.225477185,563.7999671,9811.37492,1.026989414,0.26173286,na,0.01,1000,0,neugammalet,4
546,546,-2758.473988,0,0.001000243,0.187913869,726.6454109,9811.37492,1.026989414,0.26173286,na,0.01,1000,0,gammalet,4
547,547,-2757.650689,0.06568937,0,0.220522558,607.3409526,9811.37492,1.026989414,0.26173286,na,0.01,1000,0,neugamma,4
548,548,-2758.449645,na,na,0.18781234,731.850681,9811.37492,1.026989414,0.26173286,na,0.01,1000,0,gamma,4
549,549,-2782.680784,0.07779607,0.005386688,0.245332007,411.1567461,9947.118539,1.004116964,0.005182434,na,0.01,1000,0,neugammalet,3
550,550,-2784.039667,0,0.001080528,0.20155631,522.4431349,9947.118539,1.004116964,0.005182434,na,0.01,1000,0,gammalet,3
551,551,-2782.23758,0.07698721,0,0.244004175,429.1871889,9947.118539,1.004116964,0.005182434,na,0.01,1000,0,neugamma,3
552,552,-2783.895071,na,na,0.201454048,525.8060679,9947.118539,1.004116964,0.005182434,na,0.01,1000,0,gamma,3
553,553,-2802.136086,0.079469512,0.030822625,0.220798376,540.0998112,9675.118265,1.045859549,0.055262047,na,0.01,1000,0,neugammalet,2
554,554,-2802.140034,0,0.032289111,0.182179612,652.1415611,9675.118265,1.045859549,0.055262047,na,0.01,1000,0,gammalet,2
555,555,-2806.351995,0.034401351,0,0.193284644,790.4597495,9675.118265,1.045859549,0.055262047,na,0.01,1000,0,neugamma,2
556,556,-2806.283492,na,na,0.178965949,859.1192945,9675.118265,1.045859549,0.055262047,na,0.01,1000,0,gamma,2
557,557,-2826.516924,0.104122238,0.001049517,0.24542863,494.083189,9761.536875,1.024457741,0.15791275,na,0.01,1000,0,neugammalet,1
558,558,-2823.725675,0,0.001003438,0.189335918,663.6003449,9761.536875,1.024457741,0.15791275,na,0.01,1000,0,gammalet,1
559,559,-2824.377864,0.056143624,0,0.215773996,576.3395344,9761.536875,1.024457741,0.15791275,na,0.01,1000,0,neugamma,1
560,560,-2823.594589,na,na,0.189089881,669.7604503,9761.536875,1.024457741,0.15791275,na,0.01,1000,0,gamma,1
561,561,-387.3772402,0.063951129,0.001107697,0.215683829,642.3599962,9690.614195,1.029400723,0.289520365,na,0.01,100,0.5,neugammalet,10
562,562,-386.6139252,0,0.034119619,0.186920486,610.8179507,9690.614195,1.029400723,0.289520365,na,0.01,100,0.5,gammalet,10
563,563,-386.8741648,0.040310816,0,0.203794895,685.2019533,9690.614195,1.029400723,0.289520365,na,0.01,100,0.5,neugamma,10
564,564,-386.5258185,na,na,0.184624589,784.6264335,9690.614195,1.029400723,0.289520365,na,0.01,100,0.5,gamma,10
565,565,-399.2522462,0.002765195,0.134920642,0.191716325,292.6914068,9810.93009,1.081127755,0.004495093,na,0.01,100,0.5,neugammalet,9
566,566,-395.6811223,0,0.066164069,0.184635158,508.282145,9810.93009,1.081127755,0.004495093,na,0.01,100,0.5,gammalet,9
567,567,-392.1625146,0.081404216,0,0.224261736,619.0302134,9810.93009,1.081127755,0.004495093,na,0.01,100,0.5,neugamma,9
568,568,-394.2659568,na,na,0.180473557,842.110028,9810.93009,1.081127755,0.004495093,na,0.01,100,0.5,gamma,9
569,569,-400.2443605,0.04159896,0.001814777,0.198254957,736.8106604,9834.45619,1.011364724,0.03047216,na,0.01,100,0.5,neugammalet,8
570,570,-396.5198198,0,0.133508078,0.191622182,280.0706185,9834.45619,1.011364724,0.03047216,na,0.01,100,0.5,gammalet,8
571,571,-399.8437852,0.02377505,0,0.189541302,790.9295891,9834.45619,1.011364724,0.03047216,na,0.01,100,0.5,neugamma,8
572,572,-399.3035701,na,na,0.179479582,848.4713611,9834.45619,1.011364724,0.03047216,na,0.01,100,0.5,gamma,8
573,573,-398.5701865,0.222757636,0.200671773,0.484745533,60.9028018,9710.936698,1.028311056,0.117433586,na,0.01,100,0.5,neugammalet,7
574,574,-395.0997702,0,0.098507286,0.191302489,369.5923845,9710.936698,1.028311056,0.117433586,na,0.01,100,0.5,gammalet,7
575,575,-396.0964855,0.024992944,0,0.194160933,746.0158333,9710.936698,1.028311056,0.117433586,na,0.01,100,0.5,neugamma,7
576,576,-395.7299174,na,na,0.183410479,800.5341028,9710.936698,1.028311056,0.117433586,na,0.01,100,0.5,gamma,7
577,577,-393.5945984,0.083320286,0.002148692,0.228052669,558.132492,9832.388757,1.02725044,0.003735326,na,0.01,100,0.5,neugammalet,6
578,578,-393.7502227,0,0.144910657,0.19921409,227.8559683,9832.388757,1.02725044,0.003735326,na,0.01,100,0.5,gammalet,6
579,579,-393.6466382,0.077644712,0,0.222875467,593.1341494,9832.388757,1.02725044,0.003735326,na,0.01,100,0.5,neugamma,6
580,580,-392.9621528,na,na,0.183397655,760.5326981,9832.388757,1.02725044,0.003735326,na,0.01,100,0.5,gamma,6
581,581,-406.2549088,0.051056273,0.001078794,0.209707787,682.7581452,9849.510357,1.118487347,0.004542975,na,0.01,100,0.5,neugammalet,5
582,582,-402.6193031,0,0.152564668,0.198766569,237.5190276,9849.510357,1.118487347,0.004542975,na,0.01,100,0.5,gammalet,5
583,583,-405.9083418,0.036441327,0,0.201831128,719.0905714,9849.510357,1.118487347,0.004542975,na,0.01,100,0.5,neugamma,5
584,584,-405.0447203,na,na,0.184369582,819.6248831,9849.510357,1.118487347,0.004542975,na,0.01,100,0.5,gamma,5
585,585,-411.1525541,0.141956015,0.001038519,0.282984281,393.7613715,9804.766147,9.660621857,0.000126678,na,0.01,100,0.5,neugammalet,4
586,586,-408.3143272,0,0.042439948,0.192967311,488.079353,9804.766147,9.660621857,0.000126678,na,0.01,100,0.5,gammalet,4
587,587,-408.1893299,0.057992388,0,0.219471817,550.9821927,9804.766147,9.660621857,0.000126678,na,0.01,100,0.5,neugamma,4
588,588,-407.7726471,na,na,0.189559069,667.9394416,9804.766147,9.660621857,0.000126678,na,0.01,100,0.5,gamma,4
589,589,-397.7810058,0.1197741,0.074740759,0.269388377,276.8140729,9537.178805,1.04188413,0.624761779,na,0.01,100,0.5,neugammalet,3
590,590,-397.5361506,0,0.004520067,0.185209368,735.1277645,9537.178805,1.04188413,0.624761779,na,0.01,100,0.5,gammalet,3
591,591,-397.0979619,0.075034407,0,0.224089528,583.5614407,9537.178805,1.04188413,0.624761779,na,0.01,100,0.5,neugamma,3
592,592,-397.4827407,na,na,0.184228399,769.4986776,9537.178805,1.04188413,0.624761779,na,0.01,100,0.5,gamma,3
593,593,-392.0634996,0.097414647,0.093807006,0.251038664,276.8908205,9499.521273,1.052498904,1.011733228,na,0.01,100,0.5,neugammalet,2
594,594,-394.6378979,0,0.153668496,0.196851659,233.266884,9499.521273,1.052498904,1.011733228,na,0.01,100,0.5,gammalet,2
595,595,-393.1989498,0.045124057,0,0.205675177,675.6219778,9499.521273,1.052498904,1.011733228,na,0.01,100,0.5,neugamma,2
596,596,-393.0898437,na,na,0.183945681,788.2555424,9499.521273,1.052498904,1.011733228,na,0.01,100,0.5,gamma,2
597,597,-399.2934852,0.043248962,0.020495816,0.210962735,588.4551251,9876.322723,1.045405534,0.030216458,na,0.01,100,0.5,neugammalet,1
598,598,-397.320766,0,0.127019145,0.200949683,279.7855406,9876.322723,1.045405534,0.030216458,na,0.01,100,0.5,gammalet,1
599,599,-399.6547233,0.03862498,0,0.207124999,684.2653189,9876.322723,1.045405534,0.030216458,na,0.01,100,0.5,neugamma,1
