"","X","Likelihood","pneu","plet","alpha","beta","Nanc","nu","T","scale","level","ss","h_co","dist","rep"
"305",305,-2804.34338231339,"0.125758386052974","0.0320698155605277",0.295588249894354,321.801780433722,9815.10632987199,2.08153915168499,0.000214244261155792,"na",0.05,1000,0,"neugammalet",3
"306",306,-2808.08185755704,"0","0.0385268898032163",0.208827687924928,443.400380205371,9815.10632987199,2.08153915168499,0.000214244261155792,"na",0.05,1000,0,"gammalet",3
"307",307,-2812.42213414554,"0.078783246169609","0",0.249256725540651,484.332619185277,9815.10632987199,2.08153915168499,0.000214244261155792,"na",0.05,1000,0,"neugamma",3
"308",308,-2814.62028817204,"na","na",0.204053598627741,602.193611761679,9815.10632987199,2.08153915168499,0.000214244261155792,"na",0.05,1000,0,"gamma",3
"309",309,-2800.17193653545,"0.0850791578587247","0.0191990390129537",0.244899442245374,468.494455858805,9616.73914252677,1.05045383763709,0.136205409249078,"na",0.05,1000,0,"neugammalet",2
"310",310,-2804.50309240873,"0","0.0107946395901265",0.195064904732426,651.099152869365,9616.73914252677,1.05045383763709,0.136205409249078,"na",0.05,1000,0,"gammalet",2
"311",311,-2798.198597375,"0.0975740335202704","0",0.251338964776727,516.650905682671,9616.73914252677,1.05045383763709,0.136205409249078,"na",0.05,1000,0,"neugamma",2
"312",312,-2803.52630802936,"na","na",0.194553524651605,698.626905415612,9616.73914252677,1.05045383763709,0.136205409249078,"na",0.05,1000,0,"gamma",2
"313",313,-2798.93904916387,"0.0471762369380736","0.00400298311212853",0.216186532043144,644.035907920393,9842.15829214128,1.02779696451915,0.152317286976128,"na",0.05,1000,0,"neugammalet",1
"314",314,-2800.35199313603,"0","0.00102404998163142",0.192605260229118,749.584798057737,9842.15829214128,1.02779696451915,0.152317286976128,"na",0.05,1000,0,"gammalet",1
"315",315,-2797.78236218252,"0.0987069177430628","0",0.249479670335359,554.923667419523,9842.15829214128,1.02779696451915,0.152317286976128,"na",0.05,1000,0,"neugamma",1
"316",316,-2800.27547478172,"na","na",0.192499953610001,754.515426827637,9842.15829214128,1.02779696451915,0.152317286976128,"na",0.05,1000,0,"gamma",1
"317",317,-401.051612371615,"0.10955513385448","0.175456513617547",0.282722324929305,158.62547442643,9801.4187443776,1.08474910831237,0.0109785020881787,"na",0.05,100,0.5,"neugammalet",10
"318",318,-399.556311929543,"0","0.161980711302143",0.202513456555507,244.09219803408,9801.4187443776,1.08474910831237,0.0109785020881787,"na",0.05,100,0.5,"gammalet",10
"319",319,-404.61189261445,"0.0309167789878408","0",0.201473888769823,821.22201374191,9801.4187443776,1.08474910831237,0.0109785020881787,"na",0.05,100,0.5,"neugamma",10
"320",320,-403.450472224299,"na","na",0.186830852240299,911.29627519836,9801.4187443776,1.08474910831237,0.0109785020881787,"na",0.05,100,0.5,"gamma",10
"321",321,-391.425268642652,"0.0284015875547171","0.00100412733850816",0.20008054801432,805.195674412248,9875.27368881733,0.422791690382889,0.000100283226914332,"na",0.05,100,0.5,"neugammalet",9
"322",322,-389.741525401537,"0","0.104348272282351",0.19459063918208,402.64262029332,9875.27368881733,0.422791690382889,0.000100283226914332,"na",0.05,100,0.5,"gammalet",9
"323",323,-391.83403894981,"0.040962065553926","0",0.206419813620556,781.893718551447,9875.27368881733,0.422791690382889,0.000100283226914332,"na",0.05,100,0.5,"neugamma",9
"324",324,-390.637608627683,"na","na",0.186116467396903,907.858074872319,9875.27368881733,0.422791690382889,0.000100283226914332,"na",0.05,100,0.5,"gamma",9
"325",325,-390.963520278548,"0.0912665628243361","0.00100664564846871",0.237028907061523,712.791402399615,9781.68804825164,1.02851167772845,0.129911607322496,"na",0.05,100,0.5,"neugammalet",8
"326",326,-389.197799240806,"0","0.122989663983759",0.193669132363919,404.984298803168,9781.68804825164,1.02851167772845,0.129911607322496,"na",0.05,100,0.5,"gammalet",8
"327",327,-389.764440167848,"0.046391080977462","0",0.208231710297591,869.718346864662,9781.68804825164,1.02851167772845,0.129911607322496,"na",0.05,100,0.5,"neugamma",8
"328",328,-389.398293532316,"na","na",0.184453908240076,1043.90296200704,9781.68804825164,1.02851167772845,0.129911607322496,"na",0.05,100,0.5,"gamma",8
"329",329,-527.384744157019,"0.328895631366911","0.0136421244750859",0.994378773105859,96.6033263088278,9766.55154157188,1.02834385089835,0.0708356429869461,"na",0.05,100,0.5,"neugammalet",7
"330",330,-397.317703437902,"0","0.127535656245698",0.20049373430716,312.117216805735,9766.55154157188,1.02834385089835,0.0708356429869461,"na",0.05,100,0.5,"gammalet",7
"331",331,-398.013690852505,"0.0160110337182527","0",0.196360502913214,808.040323027125,9766.55154157188,1.02834385089835,0.0708356429869461,"na",0.05,100,0.5,"neugamma",7
"332",332,-397.748207699379,"na","na",0.18939198907948,841.63453090793,9766.55154157188,1.02834385089835,0.0708356429869461,"na",0.05,100,0.5,"gamma",7
"333",333,-402.173203133547,"0.0608650392127082","0.0494057470990666",0.209829782658848,652.344738673608,9568.6924433484,1.04612780821185,0.159221785847849,"na",0.05,100,0.5,"neugammalet",6
"334",334,-400.874181435473,"0","0.121110118286575",0.184818743300034,443.28415505347,9568.6924433484,1.04612780821185,0.159221785847849,"na",0.05,100,0.5,"gammalet",6
"335",335,-403.890206115544,"0.0685837709868445","0",0.210324842740376,902.639315545978,9568.6924433484,1.04612780821185,0.159221785847849,"na",0.05,100,0.5,"neugamma",6
"336",336,-402.654818015434,"na","na",0.175835719719046,1189.46480225378,9568.6924433484,1.04612780821185,0.159221785847849,"na",0.05,100,0.5,"gamma",6
"337",337,-406.468970855994,"0.00264701811551505","0.166683053574984",0.184728095395289,387.044241591278,9632.72321564951,1.06230298676003,0.203202951867661,"na",0.05,100,0.5,"neugammalet",5
"338",338,-405.864439284539,"0","0.160186266087858",0.184742264898909,397.050975888819,9632.72321564951,1.06230298676003,0.203202951867661,"na",0.05,100,0.5,"gammalet",5
"339",339,-400.263464441287,"0.0883391482948061","0",0.222868781670634,949.692920957457,9632.72321564951,1.06230298676003,0.203202951867661,"na",0.05,100,0.5,"neugamma",5
"340",340,-400.128844964609,"na","na",0.174573933989775,1395.72154514553,9632.72321564951,1.06230298676003,0.203202951867661,"na",0.05,100,0.5,"gamma",5
"341",341,-410.498892525827,"0.14127855498201","0.00101426698333337",0.291009688340165,445.823790848304,9830.60014292024,4.31826710704849,0.00010214531622374,"na",0.05,100,0.5,"neugammalet",4
"342",342,-403.920719820048,"0","0.0328494306123308",0.194415160636736,627.935812014377,9830.60014292024,4.31826710704849,0.00010214531622374,"na",0.05,100,0.5,"gammalet",4
"343",343,-404.737475423055,"0.0402682160535153","0",0.212167465892992,698.25579775709,9830.60014292024,4.31826710704849,0.00010214531622374,"na",0.05,100,0.5,"neugamma",4
"344",344,-403.801134830438,"na","na",0.19287768818161,777.976088634531,9830.60014292024,4.31826710704849,0.00010214531622374,"na",0.05,100,0.5,"gamma",4
"345",345,-408.305854354103,"0.0071923570272548","0.168993671208466",0.195884432511866,287.53333130749,9745.41484560531,1.03891600457941,0.070337038372386,"na",0.05,100,0.5,"neugammalet",3
"346",346,-406.716610510344,"0","0.0890814593092095",0.186363690876628,562.735774597479,9745.41484560531,1.03891600457941,0.070337038372386,"na",0.05,100,0.5,"gammalet",3
"347",347,-408.017581774417,"0.0501652777965028","0",0.205210551810058,922.594602462146,9745.41484560531,1.03891600457941,0.070337038372386,"na",0.05,100,0.5,"neugamma",3
"348",348,-406.984853243409,"na","na",0.180420113603563,1116.54012310493,9745.41484560531,1.03891600457941,0.070337038372386,"na",0.05,100,0.5,"gamma",3
"349",349,-394.006095071173,"0.0612852120427838","0.066440951861551",0.219421105803327,490.916872461697,9573.30779986555,1.03326446479372,0.621051767752564,"na",0.05,100,0.5,"neugammalet",2
"350",350,-394.591966729142,"0","0.0723722896125456",0.186741526764743,577.602697841538,9573.30779986555,1.03326446479372,0.621051767752564,"na",0.05,100,0.5,"gammalet",2
"351",351,-395.212964188498,"0.0522417889487266","0",0.20664504674658,851.394990562352,9573.30779986555,1.03326446479372,0.621051767752564,"na",0.05,100,0.5,"neugamma",2
"352",352,-395.099268838958,"na","na",0.182357068433337,990.659884852044,9573.30779986555,1.03326446479372,0.621051767752564,"na",0.05,100,0.5,"gamma",2
"353",353,-388.074962822985,"0.0472846241950986","0.0010892695016531",0.195742066069394,1059.32466031924,9731.17123100918,1.03289766861226,0.162015000785163,"na",0.05,100,0.5,"neugammalet",1
"354",354,-387.919026205148,"0","0.110363450806506",0.181374636441951,524.516012534833,9731.17123100918,1.03289766861226,0.162015000785163,"na",0.05,100,0.5,"gammalet",1
"355",355,-389.032814198168,"0.0903536823065199","0",0.222727590384044,861.84140344099,9731.17123100918,1.03289766861226,0.162015000785163,"na",0.05,100,0.5,"neugamma",1
"356",356,-387.46837638163,"na","na",0.17428095028298,1255.2027731203,9731.17123100918,1.03289766861226,0.162015000785163,"na",0.05,100,0.5,"gamma",1
"357",357,-401.39960208481,"0.00105606305622477","0.144440186830314",0.189589268744399,343.199342080592,9740.4935367709,1.0341069513902,0.348035567299861,"na",0.05,100,0,"neugammalet",10
"358",358,-397.892243702863,"0","0.0637142583032016",0.18573547645832,626.225748678773,9740.4935367709,1.0341069513902,0.348035567299861,"na",0.05,100,0,"gammalet",10
"359",359,-396.731476797744,"0.0516760111900251","0",0.208150776604024,821.088096073653,9740.4935367709,1.0341069513902,0.348035567299861,"na",0.05,100,0,"neugamma",10
"360",360,-396.89155266556,"na","na",0.181301103191861,1019.80764620746,9740.4935367709,1.0341069513902,0.348035567299861,"na",0.05,100,0,"gamma",10
"361",361,-381.005866406072,"0.0475256875519376","0.00824041325215257",0.215043351669452,659.252993988419,9726.15276871893,1.06316086539013,0.0270156708823031,"na",0.05,100,0,"neugammalet",9
"362",362,-382.622404855884,"0","0.0533607764725061",0.192722813487671,566.251770233144,9726.15276871893,1.06316086539013,0.0270156708823031,"na",0.05,100,0,"gammalet",9
"363",363,-380.937706089392,"0.0689014495864478","0",0.226587820279263,651.102819395809,9726.15276871893,1.06316086539013,0.0270156708823031,"na",0.05,100,0,"neugamma",9
"364",364,-381.135435145387,"na","na",0.18852243424659,847.182584671451,9726.15276871893,1.06316086539013,0.0270156708823031,"na",0.05,100,0,"gamma",9
"365",365,-409.811307469536,"0.141483842970741","0.0968457001183392",0.318887543523486,211.141016233902,9862.71521964078,9.67946595533718,0.000377074766485187,"na",0.05,100,0,"neugammalet",8
"366",366,-409.769729014332,"0","0.0042766690198552",0.195065697603849,720.723109537626,9862.71521964078,9.67946595533718,0.000377074766485187,"na",0.05,100,0,"gammalet",8
"367",367,-407.130855486878,"0.136679008124979","0",0.295010955570785,413.038637080565,9862.71521964078,9.67946595533718,0.000377074766485187,"na",0.05,100,0,"neugamma",8
"368",368,-409.598457500167,"na","na",0.194801612692163,740.665681134278,9862.71521964078,9.67946595533718,0.000377074766485187,"na",0.05,100,0,"gamma",8
"369",369,-409.85626564168,"0.0870115298626835","0.0880206053221743",0.270545553966297,238.390434906835,9810.17157808204,1.01193893268816,0.000377557956182037,"na",0.05,100,0,"neugammalet",7
"370",370,-409.42540977166,"0","0.0487466511867643",0.207815717349699,413.592073515168,9810.17157808204,1.01193893268816,0.000377557956182037,"na",0.05,100,0,"gammalet",7
"371",371,-409.791783756584,"0.027639681398614","0",0.217575769077764,539.543246836358,9810.17157808204,1.01193893268816,0.000377557956182037,"na",0.05,100,0,"neugamma",7
"372",372,-409.507602657721,"na","na",0.203107715726899,590.287650366895,9810.17157808204,1.01193893268816,0.000377557956182037,"na",0.05,100,0,"gamma",7
"373",373,-388.085604397765,"0.0571450909129311","0.08696980272012",0.228927288784521,371.978886701761,9882.89482740847,1.05092778507459,0.0187297847477952,"na",0.05,100,0,"neugammalet",6
"374",374,-388.028729895258,"0","0.0587370321335615",0.193056841776419,559.018835826992,9882.89482740847,1.05092778507459,0.0187297847477952,"na",0.05,100,0,"gammalet",6
"375",375,-388.328605912772,"0.0469878451582219","0",0.212869816791838,733.465166207096,9882.89482740847,1.05092778507459,0.0187297847477952,"na",0.05,100,0,"neugamma",6
"376",376,-387.841659411833,"na","na",0.189135669728571,860.394847468867,9882.89482740847,1.05092778507459,0.0187297847477952,"na",0.05,100,0,"gamma",6
"377",377,-401.730903493657,"0.0624141163875218","0.0263227770252872",0.21883810020972,630.921113955498,9746.38332455925,1.03409045556465,0.172133897857249,"na",0.05,100,0,"neugammalet",5
"378",378,-403.262196287025,"0","0.039737973047747",0.185229213811175,746.502514082531,9746.38332455925,1.03409045556465,0.172133897857249,"na",0.05,100,0,"gammalet",5
"379",379,-401.279679922968,"0.0952304747675165","0",0.239414639415417,651.690029643005,9746.38332455925,1.03409045556465,0.172133897857249,"na",0.05,100,0,"neugamma",5
"380",380,-401.94156158027,"na","na",0.18374664529955,958.223971849689,9746.38332455925,1.03409045556465,0.172133897857249,"na",0.05,100,0,"gamma",5
"381",381,-408.404962999194,"0.00100627335536608","0.0542645742289102",0.203850589820575,394.476340246458,8295.36143164905,1.19488017568121,3.00399403351848,"na",0.05,100,0,"neugammalet",4
"382",382,-405.790746967373,"0","0.00631122288458159",0.200296792867266,543.064194256479,8295.36143164905,1.19488017568121,3.00399403351848,"na",0.05,100,0,"gammalet",4
"383",383,-401.771055791087,"0.125709745652793","0",0.288328787738084,327.891656793746,8295.36143164905,1.19488017568121,3.00399403351848,"na",0.05,100,0,"neugamma",4
"384",384,-405.488975509218,"na","na",0.200413234754816,557.7806102385,8295.36143164905,1.19488017568121,3.00399403351848,"na",0.05,100,0,"gamma",4
"385",385,-392.34446112524,"0.249363423534924","0.250507751782889",0.811154768609065,25.2987176306976,9778.52117535534,1.02519824586035,0.0821053055548564,"na",0.05,100,0,"neugammalet",3
"386",386,-382.401817259412,"0","0.00326473750239633",0.197832206291497,684.599068417725,9778.52117535534,1.02519824586035,0.0821053055548564,"na",0.05,100,0,"gammalet",3
"387",387,-381.155206200323,"0.0903345990552814","0",0.2564885052268,479.627208578087,9778.52117535534,1.02519824586035,0.0821053055548564,"na",0.05,100,0,"neugamma",3
"388",388,-382.328300956442,"na","na",0.198284493503635,688.171826418567,9778.52117535534,1.02519824586035,0.0821053055548564,"na",0.05,100,0,"gamma",3
"389",389,-398.421700442085,"0.0600437576669161","0.00812544465720594",0.21770544794354,682.98855182494,9620.52808859488,1.0626129996271,0.0957032429454424,"na",0.05,100,0,"neugammalet",2
"390",390,-399.524803593437,"0","0.0431579751792487",0.185903582095932,701.653901792675,9620.52808859488,1.0626129996271,0.0957032429454424,"na",0.05,100,0,"gammalet",2
"391",391,-398.473442837185,"0.0758694158436519","0",0.224587105501114,706.61572070654,9620.52808859488,1.0626129996271,0.0957032429454424,"na",0.05,100,0,"neugamma",2
"392",392,-398.371508984111,"na","na",0.183374881123477,952.87513213177,9620.52808859488,1.0626129996271,0.0957032429454424,"na",0.05,100,0,"gamma",2
"393",393,-405.293437691461,"0.126728931865057","0.033633159858954",0.293754119376099,307.809347582097,9915.53328041142,0.384514259907899,0.000101547244494909,"na",0.05,100,0,"neugammalet",1
"394",394,-404.634759919212,"0","0.00103638277340926",0.198780330928794,632.305736986367,9915.53328041142,0.384514259907899,0.000101547244494909,"na",0.05,100,0,"gammalet",1
"395",395,-404.166027325804,"0.0768570555666464","0",0.244288872844983,485.595045961787,9915.53328041142,0.384514259907899,0.000101547244494909,"na",0.05,100,0,"neugamma",1
"396",396,-404.601109050466,"na","na",0.198742142905495,635.665678143427,9915.53328041142,0.384514259907899,0.000101547244494909,"na",0.05,100,0,"gamma",1
"397",397,-46.0866067113143,"0.0724377570178994","0.125823549174679",0.242794243247003,281.54139820981,9731.73505358099,1.61714869767731,0.00648310096191864,"na",0.05,10,0.5,"neugammalet",10
"398",398,-45.6969483738544,"0","0.238002838376666",0.203270505540522,154.265689056397,9731.73505358099,1.61714869767731,0.00648310096191864,"na",0.05,10,0.5,"gammalet",10
"399",399,-46.9927448917033,"0.11957990216392","0",0.275793740633742,474.820623414074,9731.73505358099,1.61714869767731,0.00648310096191864,"na",0.05,10,0.5,"neugamma",10
"400",400,-45.8967767137592,"na","na",0.18968797045526,888.274139903118,9731.73505358099,1.61714869767731,0.00648310096191864,"na",0.05,10,0.5,"gamma",10
"401",401,-47.0537282422665,"0.00103381804645687","0.386364758535481",0.239102431042987,31.1741970760842,9873.44638845092,0.243068910692599,0.000101539965810545,"na",0.05,10,0.5,"neugammalet",9
"402",402,-47.0571359156988,"0","0.052985611162607",0.19186934635933,629.115485236142,9873.44638845092,0.243068910692599,0.000101539965810545,"na",0.05,10,0.5,"gammalet",9
"403",403,-48.0631013964812,"0.114109192378837","0",0.277257341207762,439.860024990914,9873.44638845092,0.243068910692599,0.000101539965810545,"na",0.05,10,0.5,"neugamma",9
"404",404,-47.0976643823701,"na","na",0.192771567570898,822.587885415144,9873.44638845092,0.243068910692599,0.000101539965810545,"na",0.05,10,0.5,"gamma",9
"405",405,-46.726281094509,"0.076792895308213","0.0886815363216994",0.250407986411953,339.151848065007,9805.43956540614,0.976893419162735,0.0673345036969912,"na",0.05,10,0.5,"neugammalet",8
"406",406,-48.9647770825645,"0","0.308367383220995",0.214562526257924,83.2677217602793,9805.43956540614,0.976893419162735,0.0673345036969912,"na",0.05,10,0.5,"gammalet",8
"407",407,-46.3119965955152,"0.107379214595278","0",0.277592928590901,442.041383706536,9805.43956540614,0.976893419162735,0.0673345036969912,"na",0.05,10,0.5,"neugamma",8
"408",408,-47.1171703520663,"na","na",0.193683756645332,862.00912455395,9805.43956540614,0.976893419162735,0.0673345036969912,"na",0.05,10,0.5,"gamma",8
"409",409,-48.6417651305046,"0.125506700193839","0.00374124033461443",0.285967790915547,416.591212033311,9757.16406072612,1.01958571453661,0.0684293807237484,"na",0.05,10,0.5,"neugammalet",7
"410",410,-46.793036580741,"0","0.144812517028749",0.195300182549191,328.837524427136,9757.16406072612,1.01958571453661,0.0684293807237484,"na",0.05,10,0.5,"gammalet",7
"411",411,-48.3332721943066,"0.100800330492682","0",0.256244486368732,537.016490798191,9757.16406072612,1.01958571453661,0.0684293807237484,"na",0.05,10,0.5,"neugamma",7
"412",412,-47.0845112118009,"na","na",0.191039566373068,841.795231068322,9757.16406072612,1.01958571453661,0.0684293807237484,"na",0.05,10,0.5,"gamma",7
"413",413,-48.664666096467,"0.00109134682610371","0.247071896994153",0.195196830197018,163.901064334747,9610.76602194957,6.74013204640001,0.00196727967304668,"na",0.05,10,0.5,"neugammalet",6
"414",414,-48.224199200878,"0","0.192291867638612",0.196457158209406,230.175220892285,9610.76602194957,6.74013204640001,0.00196727967304668,"na",0.05,10,0.5,"gammalet",6
"415",415,-47.594536721741,"0.087145953104676","0",0.246416234925667,547.218189714965,9610.76602194957,6.74013204640001,0.00196727967304668,"na",0.05,10,0.5,"neugamma",6
"416",416,-47.9363138505691,"na","na",0.186483016832159,931.083649917116,9610.76602194957,6.74013204640001,0.00196727967304668,"na",0.05,10,0.5,"gamma",6
"417",417,-53.1087162270587,"0.10646702586058","0.0102280590224518",0.235872423604302,910.995813066309,9616.22531821698,1.10680539902295,0.17597515227852,"na",0.05,10,0.5,"neugammalet",5
"418",418,-51.0999101154812,"0","0.247268424328893",0.177545929887978,269.38478617128,9616.22531821698,1.10680539902295,0.17597515227852,"na",0.05,10,0.5,"gammalet",5
"419",419,-52.5254162146002,"0.0525256588816568","0",0.193596983839663,1489.94711801862,9616.22531821698,1.10680539902295,0.17597515227852,"na",0.05,10,0.5,"neugamma",5
"420",420,-51.97577832049,"na","na",0.168246178719809,1903.09915025556,9616.22531821698,1.10680539902295,0.17597515227852,"na",0.05,10,0.5,"gamma",5
"421",421,-49.8709897376334,"0.0455174331082743","0.0630039000282855",0.22629593186738,410.191171886983,9761.02579919829,9.92331522085733,0.00112318827802685,"na",0.05,10,0.5,"neugammalet",4
"422",422,-48.8486101050639,"0","0.322573732905407",0.224817645291875,59.8434107155973,9761.02579919829,9.92331522085733,0.00112318827802685,"na",0.05,10,0.5,"gammalet",4
"423",423,-50.1127161695904,"0.0488181758943088","0",0.224542550489052,597.84470749462,9761.02579919829,9.92331522085733,0.00112318827802685,"na",0.05,10,0.5,"neugamma",4
"424",424,-49.6199939938224,"na","na",0.195077919274725,764.334120274924,9761.02579919829,9.92331522085733,0.00112318827802685,"na",0.05,10,0.5,"gamma",4
"425",425,-47.6106849904786,"0.0576744146242291","0.00213834359400294",0.213526334771984,907.112663208725,9796.47560082385,9.8408064833597,0.00205909825448657,"na",0.05,10,0.5,"neugammalet",3
"426",426,-47.4726331213888,"0","0.0260173872435765",0.179715727959462,1105.99589311624,9796.47560082385,9.8408064833597,0.00205909825448657,"na",0.05,10,0.5,"gammalet",3
"427",427,-47.7651229822313,"0.0888697025520837","0",0.238591000789819,728.394688662667,9796.47560082385,9.8408064833597,0.00205909825448657,"na",0.05,10,0.5,"neugamma",3
"428",428,-47.4283594793728,"na","na",0.181023018944301,1238.15098968416,9796.47560082385,9.8408064833597,0.00205909825448657,"na",0.05,10,0.5,"gamma",3
"429",429,-48.3239290309011,"0.141640483890153","0.00239783937227072",0.314805351423731,313.426448261139,9734.04327760841,0.0639121323990821,0.000103425179087516,"na",0.05,10,0.5,"neugammalet",2
"430",430,-49.2534258798432,"0","0.334228307640464",0.221015367918532,55.7133371763527,9734.04327760841,0.0639121323990821,0.000103425179087516,"na",0.05,10,0.5,"gammalet",2
"431",431,-48.038824334179,"0.081490472277146","0",0.249508863899789,474.591221943007,9734.04327760841,0.0639121323990821,0.000103425179087516,"na",0.05,10,0.5,"neugamma",2
"432",432,-48.0907799752149,"na","na",0.193226463931985,758.583354214765,9734.04327760841,0.0639121323990821,0.000103425179087516,"na",0.05,10,0.5,"gamma",2
"433",433,-51.8440690630573,"0.1134947724573","0.00108646734731872",0.238969324160546,875.164451338379,9705.14760529881,1.1380353766793,0.0491659855097488,"na",0.05,10,0.5,"neugammalet",1
"434",434,-50.5670513251312,"0","0.0425544281551929",0.168023634411833,1334.04896355504,9705.14760529881,1.1380353766793,0.0491659855097488,"na",0.05,10,0.5,"gammalet",1
"435",435,-52.2411027809494,"0.135138883374608","0",0.26216364557536,716.757267991719,9705.14760529881,1.1380353766793,0.0491659855097488,"na",0.05,10,0.5,"neugamma",1
"436",436,-50.729802203658,"na","na",0.164039803234454,2007.42842399497,9705.14760529881,1.1380353766793,0.0491659855097488,"na",0.05,10,0.5,"gamma",1
"437",437,-53.781031637554,"0.117473032966553","0.00107308720826837",0.246836793259085,781.707774727685,9777.60670647686,9.96851210212414,0.00517372287968572,"na",0.05,10,0,"neugammalet",10
"438",438,-51.9698641224859,"0","0.0407317215280968",0.167667728044999,1379.59991921341,9777.60670647686,9.96851210212414,0.00517372287968572,"na",0.05,10,0,"gammalet",10
"439",439,-52.6918517197546,"0.056887687306767","0",0.197489154600601,1281.60084926127,9777.60670647686,9.96851210212414,0.00517372287968572,"na",0.05,10,0,"neugamma",10
"440",440,-52.050041129939,"na","na",0.168640493265175,1699.0659711472,9777.60670647686,9.96851210212414,0.00517372287968572,"na",0.05,10,0,"gamma",10
"441",441,-48.7570476324436,"0.00717658159248435","0.352089423095763",0.209430066154562,59.2000957114593,9565.47672668449,1.05733735318022,0.306006371652655,"na",0.05,10,0,"neugammalet",9
"442",442,-46.9921051271945,"0","0.058658466438597",0.181607035072824,778.173133558079,9565.47672668449,1.05733735318022,0.306006371652655,"na",0.05,10,0,"gammalet",9
"443",443,-46.7003094185893,"0.129055874328917","0",0.278444497234818,487.536708365142,9565.47672668449,1.05733735318022,0.306006371652655,"na",0.05,10,0,"neugamma",9
"444",444,-46.9003033182535,"na","na",0.180996806565243,1104.81596072237,9565.47672668449,1.05733735318022,0.306006371652655,"na",0.05,10,0,"gamma",9
"445",445,-52.3468464773237,"0.168662330400928","0.00106620385591709",0.330573115909158,382.365737820393,9771.63514567733,9.49741449610715,0.0027726632311078,"na",0.05,10,0,"neugammalet",8
"446",446,-51.7457535864023,"0","0.125935630026307",0.180950304056345,547.558911660568,9771.63514567733,9.49741449610715,0.0027726632311078,"na",0.05,10,0,"gammalet",8
"447",447,-51.9380408878978,"0.142262157281833","0",0.293539272022379,477.171368773696,9771.63514567733,9.49741449610715,0.0027726632311078,"na",0.05,10,0,"neugamma",8
"448",448,-51.70182923728,"na","na",0.176654616791428,1341.43666118775,9771.63514567733,9.49741449610715,0.0027726632311078,"na",0.05,10,0,"gamma",8
"449",449,-48.2554556272507,"0.0672219941857204","0.125803443702825",0.235921675159125,283.585068737872,9273.86992243676,1.07732813280281,0.79001969525419,"na",0.05,10,0,"neugammalet",7
"450",450,-49.1837698081813,"0","0.190382301362444",0.191261863583623,262.1683043325,9273.86992243676,1.07732813280281,0.79001969525419,"na",0.05,10,0,"gammalet",7
"451",451,-47.4298597277793,"0.147821250795219","0",0.314824342682146,337.620132639839,9273.86992243676,1.07732813280281,0.79001969525419,"na",0.05,10,0,"neugamma",7
"452",452,-48.470912685762,"na","na",0.187869379156793,882.881275622272,9273.86992243676,1.07732813280281,0.79001969525419,"na",0.05,10,0,"gamma",7
"453",453,-47.5770342738365,"0.0749460759051697","0.0242058115056467",0.232230263737869,606.312679019165,9780.28545636597,9.47565168409781,0.00445826896814286,"na",0.05,10,0,"neugammalet",6
"454",454,-47.9206792777309,"0","0.278997453820161",0.193978591232096,139.312335546763,9780.28545636597,9.47565168409781,0.00445826896814286,"na",0.05,10,0,"gammalet",6
"455",455,-48.4285309931456,"0.171440919912352","0",0.337240134856872,367.208882512419,9780.28545636597,9.47565168409781,0.00445826896814286,"na",0.05,10,0,"neugamma",6
"456",456,-47.6182104628842,"na","na",0.181440358073235,1146.66717806457,9780.28545636597,9.47565168409781,0.00445826896814286,"na",0.05,10,0,"gamma",6
"457",457,-49.8686684257309,"0.0774945412615652","0.0460364281869412",0.234925896181179,511.312614859739,9808.48967168377,0.112401409918085,0.000104608715290778,"na",0.05,10,0,"neugammalet",5
"458",458,-1276.78004114281,"0","0.171604879616904",0.151226817617323,11684.495383945,9808.48967168377,0.112401409918085,0.000104608715290778,"na",0.05,10,0,"gammalet",5
"459",459,-49.9103090075905,"0.0765564559722798","0",0.232828629767589,661.438722286611,9808.48967168377,0.112401409918085,0.000104608715290778,"na",0.05,10,0,"neugamma",5
"460",460,-49.7842465478852,"na","na",0.184415765614027,1016.36536987562,9808.48967168377,0.112401409918085,0.000104608715290778,"na",0.05,10,0,"gamma",5
"461",461,-64.7560993301831,"0.264925831913729","0.00100854811422415",0.700060501281927,93.5228209506296,9853.91268440508,0.0442125177165747,0.000109571996223551,"na",0.05,10,0,"neugammalet",4
"462",462,-52.3710975684362,"0","0.343138400029486",0.225411782227309,54.1945624027914,9853.91268440508,0.0442125177165747,0.000109571996223551,"na",0.05,10,0,"gammalet",4
"463",463,-54.4025347192064,"0.196460722141093","0",0.468428244775084,147.322867609345,9853.91268440508,0.0442125177165747,0.000109571996223551,"na",0.05,10,0,"neugamma",4
"464",464,-51.4768969794327,"na","na",0.200210217581606,704.783998316872,9853.91268440508,0.0442125177165747,0.000109571996223551,"na",0.05,10,0,"gamma",4
"465",465,-53.4814323444239,"0.0456791005494964","0.0876387163278901",0.217915607006956,453.333549149626,9636.98623585639,1.04075831600476,0.51020188204464,"na",0.05,10,0,"neugammalet",3
"466",466,-56.3309216568255,"0","0.296249979251083",0.200627746496911,112.748866010679,9636.98623585639,1.04075831600476,0.51020188204464,"na",0.05,10,0,"gammalet",3
"467",467,-50.0109415467036,"0.222710236851312","0",0.522037810306751,139.044597232957,9636.98623585639,1.04075831600476,0.51020188204464,"na",0.05,10,0,"neugamma",3
"468",468,-53.6913178629006,"na","na",0.188926759665941,952.833229745221,9636.98623585639,1.04075831600476,0.51020188204464,"na",0.05,10,0,"gamma",3
